HEADER	
'time'	'pressure drop'
UNITS	
's'	'pa'
3.515625	33171.36534
7.03125	33215.52486
14.0625	36691.51773
28.125	45805.51105
56.25	68289.33931
112.5	67886.15093
225	54873.27275
450	44222.94704
900	37061.05188
1800	32128.98726
3600	28608.05273
7200	26026.60133
10800	24714.1723
14400	23904.48026
18000	23348.93959
21600	22942.0431
25200	22628.11764
28800	22376.6947
32400	22169.78132
36000	21996.17457
39600	21847.81897
43200	21718.98802
