HEADER		
'time'		'total volume'
UNITS		
's'	'cm^3'	
108.6817	6.03787	
108.7836	6.043531	
108.8922	6.049565	
109.0092	6.056064	
109.1365	6.063141	
109.2558	6.069767	
109.3651	6.075837	
109.4672	6.081508	
109.5639	6.086881	
109.6564	6.092024	
109.7459	6.096993	
109.8329	6.101828	
109.9181	6.106562	
110.002	6.111224	
110.0851	6.115837	
110.1677	6.120428	
110.2504	6.125022	
110.3336	6.129645	
110.4179	6.134325	
110.5037	6.139094	
110.5918	6.143987	
110.6828	6.149046	
110.7777	6.154319	
110.8775	6.159862	
110.9835	6.165748	
111.0972	6.172064	
111.2204	6.178912	
111.3446	6.185813	
111.4573	6.19207	
111.5618	6.197879	
111.6604	6.203355	
111.7544	6.208578	
111.845	6.213608	
111.9328	6.21849	
112.0187	6.22326	
112.103	6.227946	
112.1864	6.232575	
112.2691	6.237172	
112.3517	6.241762	
112.4347	6.246372	
112.5185	6.251027	
112.6037	6.255759	
112.6908	6.260601	
112.7807	6.265593	
112.874	6.270779	
112.9719	6.276213	
113.0753	6.281961	
113.1859	6.288105	
113.3053	6.294739	
113.435	6.301943	
113.5512	6.3084	
113.6584	6.314353	
113.7589	6.319937	
113.8544	6.325243	
113.9461	6.330336	
114.0348	6.335267	
114.1213	6.340074	
114.2062	6.344787	
114.2898	6.349434	
114.3727	6.35404	
114.4554	6.358631	
114.5382	6.363231	
114.6216	6.367867	
114.7063	6.37257	
114.7927	6.37737	
114.8815	6.382305	
114.9735	6.387418	
115.0697	6.392759	
115.171	6.398389	
115.2789	6.404384	
115.395	6.410835	
115.5213	6.417851	
115.6419	6.424551	
115.7521	6.430672	
115.8549	6.436382	
115.9521	6.441784	
116.0451	6.44695	
116.1349	6.451937	
116.2222	6.456786	
116.3076	6.461531	
116.3916	6.4662	
116.4748	6.470819	
116.5574	6.475413	
116.6401	6.480007	
116.7233	6.484627	
116.8074	6.489301	
116.8931	6.494062	
116.9809	6.498941	
117.0717	6.503983	
117.1662	6.509233	
117.2655	6.514747	
117.3707	6.520596	
117.4836	6.526867	
117.6058	6.533657	
117.7315	6.54064	
117.8452	6.546952	
117.9504	6.552801	
118.0496	6.558309	
118.144	6.563556	
118.2349	6.568604	
118.323	6.573501	
118.4091	6.578282	
118.4936	6.582976	
118.577	6.587612	
118.6598	6.592212	
118.7425	6.596804	
118.8254	6.601412	
118.9091	6.606063	
118.9942	6.610788	
119.0812	6.615619	
119.1707	6.620596	
119.2638	6.625763	
119.3611	6.631173	
119.464	6.636889	
119.5739	6.642993	
119.6924	6.649577	
119.8217	6.656762	
119.9391	6.663284	
120.0471	6.669281	
120.1482	6.6749	
120.2442	6.680233	
120.3362	6.685346	
120.4253	6.690293	
120.512	6.695112	
120.597	6.699834	
120.6808	6.704489	
120.7638	6.7091	
120.8465	6.713692	
120.9293	6.718292	
121.0127	6.722925	
121.0972	6.727621	
121.1834	6.732411	
121.272	6.737332	
121.3637	6.742427	
121.4594	6.747745	
121.5602	6.753345	
121.6674	6.759302	
121.7827	6.765706	
121.9079	6.772663	
122.0299	6.779437	
122.141	6.78561	
122.2444	6.791358	
122.3422	6.796788	
122.4356	6.801977	
122.5257	6.806982	
122.6132	6.811845	
122.6988	6.8166	
122.783	6.821277	
122.8662	6.825902	
122.949	6.830498	
123.0317	6.835093	
123.1148	6.83971	
123.1988	6.844379	
123.2844	6.849131	
123.372	6.853998	
123.4624	6.859024	
123.5565	6.864252	
123.6553	6.869739	
123.76	6.875553	
123.872	6.881779	
123.9933	6.888514	
124.1204	6.895579	
124.235	6.901946	
124.341	6.907834	
124.4407	6.913371	
124.5356	6.918642	
124.6268	6.923708	
124.7152	6.928619	
124.8014	6.933411	
124.8861	6.938114	
124.9696	6.942755	
125.0525	6.947359	
125.1351	6.951952	
125.2181	6.956559	
125.3017	6.961206	
125.3867	6.965925	
125.4734	6.970746	
125.5628	6.975709	
125.6555	6.980859	
125.7524	6.986245	
125.8548	6.991931	
125.964	6.997998	
126.0817	7.004536	
126.2099	7.011662	
126.3285	7.018249	
126.4373	7.024293	
126.539	7.029946	
126.6355	7.035306	
126.7279	7.04044	
126.8173	7.045403	
126.9042	7.050234	
126.9894	7.054966	
127.0733	7.059628	
127.1564	7.064243	
127.2391	7.068837	
127.3219	7.073437	
127.4052	7.078066	
127.4896	7.082756	
127.5757	7.087537	
127.664	7.092444	
127.7554	7.097522	
127.8507	7.102817	
127.951	7.108387	
128.0575	7.114307	
128.172	7.120665	
128.2962	7.127563	
128.4195	7.134414	
128.5315	7.140638	
128.6356	7.146424	
128.7339	7.151884	
128.8277	7.157096	
128.9181	7.162117	
129.0059	7.166994	
129.0917	7.17176	
129.176	7.176445	
129.2594	7.181075	
129.3421	7.185674	
129.4249	7.190269	
129.5079	7.194885	
129.5919	7.199549	
129.6773	7.204292	
129.7647	7.209148	
129.8548	7.214157	
129.9486	7.219365	
130.0469	7.224825	
130.1509	7.230606	
130.2622	7.23679	
130.3825	7.243473	
130.5111	7.250618	
130.6267	7.257039	
130.7334	7.262966	
130.8336	7.268532	
130.9289	7.273825	
131.0204	7.27891	
131.109	7.283834	
131.1955	7.288636	
131.2803	7.293347	
131.3639	7.297995	
131.4469	7.302603	
131.5296	7.307197	
131.6125	7.311802	
131.696	7.316446	
131.7809	7.321159	
131.8675	7.325971	
131.9566	7.330921	
132.049	7.336054	
132.1455	7.341418	
132.2474	7.347077	
132.356	7.353108	
132.4729	7.359603	
132.6002	7.366674	
132.7199	7.373326	
132.8295	7.379414	
132.9318	7.3851	
133.0287	7.390485	
133.1215	7.39564	
133.2111	7.400618	
133.2983	7.405461	
133.3837	7.410202	
133.4677	7.41487	
133.5508	7.41949	
133.6336	7.424086	
133.7163	7.428685	
133.7996	7.433312	
133.8839	7.437996	
133.9698	7.442769	
134.058	7.447664	
134.1491	7.452725	
134.244	7.457999	
134.3438	7.463543	
134.4497	7.469428	
134.5634	7.475744	
134.6866	7.482589	
134.8112	7.489512	
134.9242	7.495786	
135.0289	7.501607	
135.1277	7.507094	
135.2219	7.512327	
135.3126	7.517365	
135.4006	7.522255	
135.4866	7.527031	
135.571	7.531723	
135.6545	7.536358	
135.7373	7.540961	
135.82	7.545556	
135.9031	7.55017	
135.9869	7.554829	
136.0722	7.559566	
136.1594	7.564411	
136.2493	7.569406	
136.3427	7.574596	
136.4406	7.580033	
136.5441	7.585783	
136.6547	7.591929	
136.7742	7.598565	
136.9042	7.605786	
137.0206	7.612256	
137.1279	7.618219	
137.2286	7.623812	
137.3243	7.629126	
137.4161	7.634226	
137.5049	7.639163	
137.5916	7.643976	
137.6765	7.648694	
137.7603	7.653347	
137.8433	7.657958	
137.926	7.662554	
138.0089	7.667159	
138.0924	7.6718	
138.1771	7.676507	
138.2636	7.681311	
138.3525	7.68625	
138.4446	7.691368	
138.5409	7.696714	
138.6423	7.702349	
138.7503	7.708349	
138.8665	7.714806	
138.9929	7.721829	
139.1137	7.728538	
139.224	7.734667	
139.3269	7.740383	
139.4243	7.745791	
139.5173	7.750963	
139.6072	7.755955	
139.6946	7.760809	
139.7801	7.765559	
139.8642	7.770233	
139.9474	7.774857	
140.0302	7.779455	
140.113	7.784054	
140.1962	7.788679	
140.2805	7.793358	
140.3662	7.798123	
140.4542	7.803008	
140.545	7.808056	
140.6396	7.813312	
140.739	7.818833	
140.8444	7.824689	
140.9574	7.830968	
141.0798	7.837768	
141.2056	7.844756	
141.3193	7.851072	
141.4247	7.856926	
141.5239	7.862437	
141.6184	7.867689	
141.7094	7.872741	
141.7976	7.877642	
141.8837	7.882427	
141.9683	7.887126	
142.0518	7.891765	
142.1347	7.89637	
142.2174	7.900967	
142.3004	7.905579	
142.3842	7.910235	
142.4694	7.914966	
142.5565	7.919803	
142.6462	7.924786	
142.7393	7.92996	
142.8368	7.935377	
142.9399	7.941102	
143.0499	7.947217	
143.1687	7.953814	
143.2983	7.961014	
143.4156	7.967535	
143.5236	7.973533	
143.6248	7.979154	
143.7208	7.984489	
143.8129	7.989605	
143.902	7.994554	
143.9888	7.999377	
144.0739	8.004103	
144.1577	8.00876	
144.2408	8.013375	
144.3235	8.017972	
144.4064	8.022577	
144.4899	8.027215	
144.5745	8.031917	
144.6608	8.036713	
144.7495	8.041641	
144.8414	8.046744	
144.9373	8.052071	
145.0383	8.057682	
145.1457	8.063652	
145.2613	8.070071	
145.3868	8.077046	
145.5087	8.083814	
145.6197	8.089984	
145.7232	8.09573	
145.8209	8.101161	
145.9143	8.106351	
146.0044	8.111357	
146.092	8.116222	
146.1777	8.12098	
146.2619	8.12566	
146.3452	8.130288	
146.428	8.134889	
146.5108	8.139488	
146.594	8.14411	
146.6781	8.148785	
146.7638	8.153544	
146.8515	8.158418	
146.9422	8.163452	
147.0364	8.168691	
147.1354	8.174189	
147.2403	8.180017	
147.3527	8.186261	
147.4743	8.193017	
147.6013	8.200069	
147.7157	8.206429	
147.8217	8.212314	
147.9213	8.217849	
148.0161	8.223119	
148.1074	8.228186	
148.1958	8.233098	
148.2821	8.237891	
148.3667	8.242596	
148.4503	8.247241	
148.5333	8.251849	
148.616	8.256446	
148.699	8.261057	
148.7828	8.26571	
148.8678	8.270435	
148.9548	8.275264	
149.0443	8.280236	
149.1371	8.285395	
149.2343	8.290794	
149.3369	8.296494	
149.4464	8.302578	
149.5645	8.309138	
149.6932	8.31629	
149.8116	8.322863	
149.9202	8.328899	
150.0219	8.334547	
150.1183	8.339903	
150.2107	8.345036	
150.3	8.349998	
150.387	8.35483	
150.4722	8.359564	
150.5561	8.364227	
150.6392	8.368846	
150.722	8.373444	
150.8049	8.378048	
150.8883	8.382683	
150.9728	8.387379	
151.059	8.392168	
151.1475	8.397085	
151.2391	8.402174	
151.3347	8.407481	
151.4352	8.413068	
151.5421	8.419007	
151.657	8.425388	
151.7817	8.432316	
151.9046	8.439145	
152.0164	8.445356	
152.1204	8.451134	
152.2186	8.456588	
152.3123	8.461796	
152.4027	8.466816	
152.4905	8.471692	
152.5763	8.476459	
152.6606	8.481145	
152.744	8.485777	
152.8269	8.49038	
152.9096	8.494979	
152.9928	8.4996	
153.0769	8.50427	
153.1624	8.509021	
153.25	8.513886	
153.3403	8.518907	
153.4343	8.524128	
153.5329	8.529605	
153.6373	8.535405	
153.749	8.541613	
153.8699	8.548326	
153.998	8.555444	
154.1133	8.561847	
154.2198	8.567763	
154.3198	8.573322	
154.415	8.578611	
154.5065	8.583692	
154.5951	8.588615	
154.6815	8.593417	
154.7663	8.598129	
154.85	8.602778	
154.933	8.607389	
155.0158	8.611986	
155.0988	8.616597	
155.1825	8.621247	
155.2674	8.625966	
155.3542	8.630787	
155.4435	8.635748	
155.5361	8.640894	
155.6329	8.646274	
155.7351	8.651952	
155.8441	8.658006	
155.9615	8.664529	
156.0894	8.671635	
156.2087	8.678261	
156.318	8.684333	
156.4202	8.690008	
156.5169	8.695385	
156.6096	8.700534	
156.6992	8.705509	
156.7863	8.710351	
156.8717	8.715092	
156.9557	8.719761	
157.0389	8.724382	
157.1217	8.728982	
157.2046	8.733586	
157.2879	8.738218	
157.3724	8.74291	
157.4584	8.747691	
157.5468	8.752597	
157.6381	8.757672	
157.7333	8.762962	
157.8335	8.768526	
157.9399	8.774436	
158.0541	8.780781	
158.1779	8.787663	
158.302	8.794553	
158.4145	8.800804	
158.519	8.806611	
158.6176	8.812088	
158.7117	8.817314	
158.8023	8.822347	
158.8902	8.827234	
158.9762	8.832009	
159.0606	8.836701	
159.1441	8.841337	
159.227	8.845942	
159.3098	8.850542	
159.3929	8.85516	
159.4769	8.859827	
159.5623	8.864572	
159.6497	8.869428	
159.7399	8.874436	
159.8336	8.879642	
159.9318	8.885098	
160.0357	8.890872	
160.1469	8.897047	
160.267	8.903719	
160.3962	8.9109	
160.5122	8.917346	
160.6193	8.923292	
160.7197	8.928873	
160.8152	8.934179	
160.9069	8.939274	
160.9957	8.944207	
161.0823	8.949018	
161.1673	8.953736	
161.251	8.958389	
161.3341	8.963003	
161.4168	8.967601	
161.4998	8.972211	
161.5835	8.976858	
161.6683	8.981573	
161.755	8.986387	
161.8441	8.991338	
161.9365	8.996471	
162.033	9.001834	
162.1348	9.00749	
162.2433	9.013518	
162.3601	9.020008	
162.4873	9.027071	
162.6074	9.033746	
162.7174	9.039852	
162.82	9.045553	
162.9171	9.05095	
163.0101	9.056114	
163.0998	9.061101	
163.1871	9.065952	
163.2726	9.0707	
163.3567	9.075373	
163.44	9.079999	
163.5228	9.0846	
163.6057	9.089203	
163.689	9.093833	
163.7734	9.09852	
163.8593	9.103295	
163.9475	9.108192	
164.0386	9.113254	
164.1335	9.118528	
164.2333	9.124072	
164.3392	9.129956	
164.4528	9.136268	
164.576	9.14311	
164.701	9.150055	
164.8142	9.156344	
164.9192	9.162178	
165.0182	9.167676	
165.1125	9.172918	
165.2034	9.177964	
165.2915	9.18286	
165.3776	9.187642	
165.4621	9.19234	
165.5457	9.19698	
165.6286	9.201588	
165.7114	9.206187	
165.7945	9.210805	
165.8784	9.215468	
165.9637	9.220208	
166.051	9.225056	
166.141	9.230053	
166.2344	9.235245	
166.3323	9.240683	
166.4358	9.246434	
166.5465	9.252581	
166.6659	9.259217	
166.7962	9.266455	
166.9129	9.272939	
167.0204	9.278912	
167.1213	9.284514	
167.217	9.289835	
167.309	9.294942	
167.3979	9.299885	
167.4847	9.304703	
167.5697	9.309426	
167.6535	9.314084	
167.7366	9.3187	
167.8194	9.323299	
167.9024	9.327909	
167.986	9.332553	
168.0708	9.337264	
168.1573	9.342072	
168.2463	9.347015	
168.3385	9.352136	
168.4347	9.357485	
168.5362	9.363123	
168.6443	9.369127	
168.7606	9.375588	
168.8871	9.382615	
169.008	9.389335	
169.1185	9.395471	
169.2215	9.401194	
169.319	9.406608	
169.4122	9.411786	
169.5021	9.416783	
169.5896	9.421642	
169.6751	9.426396	
169.7594	9.431075	
169.8427	9.435703	
169.9255	9.440306	
170.0084	9.444909	
170.0917	9.449537	
170.176	9.454221	
170.2618	9.45899	
170.3498	9.463879	
170.4408	9.468931	
170.5355	9.474191	
170.6349	9.479717	
170.7404	9.485579	
170.8536	9.491864	
170.9761	9.498671	
171.102	9.505665	
171.2158	9.511987	
171.3212	9.517845	
171.4205	9.523361	
171.5151	9.528617	
171.6061	9.533674	
171.6944	9.538578	
171.7806	9.543367	
171.8653	9.54807	
171.9489	9.552714	
172.0318	9.557323	
172.1146	9.561923	
172.1977	9.56654	
172.2816	9.5712	
172.3668	9.575935	
172.454	9.580777	
172.5438	9.585765	
172.637	9.590945	
172.7346	9.596368	
172.8378	9.6021	
172.948	9.608223	
173.0669	9.614829	
173.1967	9.622041	
173.3142	9.628563	
173.4222	9.634564	
173.5234	9.640187	
173.6195	9.645524	
173.7116	9.650644	
173.8007	9.655596	
173.8876	9.660421	
173.9727	9.665151	
174.0566	9.669812	
174.1398	9.674431	
174.2226	9.679031	
174.3055	9.68364	
174.3891	9.688283	
174.4738	9.692989	
174.5602	9.697791	
174.6491	9.702725	
174.741	9.707835	
174.837	9.713169	
174.9382	9.718788	
175.0458	9.724768	
175.1616	9.731199	
175.2874	9.738188	
175.4092	9.744954	
175.5202	9.751122	
175.6237	9.756869	
175.7214	9.762301	
175.8149	9.767492	
175.905	9.7725	
175.9926	9.777367	
176.0783	9.782128	
176.1626	9.786811	
176.246	9.791442	
176.3289	9.796047	
176.4117	9.800649	
176.495	9.805276	
176.5792	9.809956	
176.665	9.81472	
176.7528	9.819601	
176.8436	9.824642	
176.938	9.829889	
177.0372	9.835397	
177.1423	9.841236	
177.2549	9.847493	
177.3768	9.854266	
177.5036	9.86131	
177.618	9.867666	
177.7239	9.873548	
177.8235	9.879083	
177.9184	9.884353	
178.0096	9.889421	
178.098	9.894334	
178.1843	9.89913	
178.2691	9.903837	
178.3527	9.908485	
178.4357	9.913096	
178.5186	9.917696	
178.6016	9.922312	
178.6855	9.92697	
178.7706	9.931701	
178.8577	9.936535	
178.9473	9.941515	
179.0403	9.946683	
179.1377	9.952091	
179.2405	9.957804	
179.3503	9.963903	
179.4686	9.970479	
179.5978	9.977653	
179.7159	9.984217	
179.8244	9.990246	
179.926	9.99589	
180.0224	10.00124	
180.1148	10.00638	
180.2041	10.01134	
180.2911	10.01617	
180.3763	10.02091	
180.4603	10.02557	
180.5435	10.03019	
180.6263	10.0348	
180.7093	10.0394	
180.7928	10.04404	
180.8774	10.04875	
180.9638	10.05354	
181.0524	10.05847	
181.1442	10.06356	
181.2399	10.06888	
181.3407	10.07448	
181.4479	10.08044	
181.5631	10.08684	
181.6883	10.09379	
181.8109	10.1006	
181.9225	10.10681	
182.0264	10.11258	
182.1245	10.11803	
182.2182	10.12323	
182.3085	10.12825	
182.3963	10.13313	
182.4821	10.13789	
182.5665	10.14258	
182.6499	10.14722	
182.7328	10.15182	
182.8157	10.15643	
182.8989	10.16105	
182.9831	10.16573	
183.0687	10.17049	
183.1565	10.17536	
183.247	10.18039	
183.3412	10.18562	
183.44	10.19111	
183.5447	10.19693	
183.6568	10.20316	
183.7781	10.20989	
183.9059	10.21699	
184.0209	10.22338	
184.1272	10.22929	
184.2272	10.23484	
184.3223	10.24013	
184.4137	10.24521	
184.5023	10.25013	
184.5888	10.25493	
184.6736	10.25964	
184.7573	10.26429	
184.8403	10.26891	
184.9232	10.27351	
185.0062	10.27812	
185.09	10.28278	
185.1751	10.2875	
185.262	10.29233	
185.3515	10.2973	
185.4443	10.30246	
185.5414	10.30785	
185.6439	10.31355	
185.7532	10.31962	
185.8711	10.32617	
185.9995	10.3333	
186.1184	10.33991	
186.2275	10.34597	
186.3294	10.35163	
186.4261	10.35701	
186.5187	10.36215	
186.6082	10.36712	
186.6954	10.37196	
186.7807	10.3767	
186.8648	10.38137	
186.948	10.386	
187.0308	10.3906	
187.1138	10.39521	
187.1973	10.39985	
187.2818	10.40454	
187.368	10.40933	
187.4565	10.41425	
187.5481	10.41934	
187.6436	10.42464	
187.744	10.43022	
187.8508	10.43615	
187.9655	10.44253	
188.0899	10.44944	
188.2134	10.4563	
188.3256	10.46253	
188.4299	10.46833	
188.5284	10.4738	
188.6223	10.47902	
188.7129	10.48405	
188.8008	10.48893	
188.8867	10.4937	
188.9712	10.4984	
189.0546	10.50304	
189.1376	10.50764	
189.2204	10.51225	
189.3037	10.51687	
189.3878	10.52154	
189.4733	10.52629	
189.5609	10.53116	
189.6513	10.53618	
189.7452	10.5414	
189.8437	10.54687	
189.9481	10.55267	
190.0597	10.55887	
190.1804	10.56557	
190.309	10.57272	
190.4246	10.57915	
190.5314	10.58508	
190.6317	10.59065	
190.7271	10.59595	
190.8187	10.60104	
190.9074	10.60597	
190.994	10.61078	
191.0789	10.61549	
191.1627	10.62015	
191.2458	10.62476	
191.3286	10.62937	
191.4117	10.63398	
191.4954	10.63863	
191.5804	10.64335	
191.6672	10.64818	
191.7565	10.65314	
191.8492	10.65829	
191.946	10.66366	
192.0482	10.66934	
192.1571	10.67539	
192.2744	10.68191	
192.4022	10.68901	
192.5219	10.69566	
192.6314	10.70174	
192.7338	10.70743	
192.8307	10.71282	
192.9236	10.71798	
193.0133	10.72296	
193.1005	10.72781	
193.186	10.73255	
193.2701	10.73723	
193.3534	10.74185	
193.4362	10.74646	
193.5192	10.75106	
193.6026	10.7557	
193.6871	10.76039	
193.7732	10.76518	
193.8615	10.77008	
193.9529	10.77516	
194.0481	10.78045	
194.1483	10.78602	
194.2547	10.79192	
194.3688	10.79827	
194.4927	10.80515	
194.617	10.81206	
194.7298	10.81832	
194.8345	10.82414	
194.9332	10.82962	
195.0274	10.83486	
195.1181	10.8399	
195.2062	10.84479	
195.2922	10.84957	
195.3768	10.85427	
195.4603	10.85891	
195.5433	10.86352	
195.6261	10.86812	
195.7094	10.87274	
195.7934	10.87741	
195.8789	10.88216	
195.9663	10.88702	
196.0565	10.89203	
196.1502	10.89724	
196.2485	10.90269	
196.3524	10.90847	
196.4636	10.91465	
196.5837	10.92132	
196.7004	10.9278	
196.8061	10.93367	
196.9042	10.93912	
196.9966	10.94425	
197.0847	10.94915	
197.1694	10.95385	
197.2515	10.95842	
197.3317	10.96287	
197.4105	10.96725	
197.4883	10.97157	
197.5656	10.97586	
197.6427	10.98015	
197.7202	10.98446	
197.7986	10.98881	
197.8783	10.99324	
197.96	10.99777	
198.0443	11.00246	
198.1321	11.00734	
198.2243	11.01246	
198.3222	11.0179	
198.4198	11.02332	
198.5066	11.02814	
198.5858	11.03254	
198.6594	11.03663	
198.7288	11.04049	
198.7951	11.04417	
198.8588	11.04771	
198.9206	11.05114	
198.981	11.0545	
199.0403	11.05779	
199.0989	11.06105	
199.1573	11.06429	
199.2158	11.06754	
199.2748	11.07082	
199.3348	11.07415	
199.3961	11.07756	
199.4595	11.08108	
199.5254	11.08474	
199.5921	11.08845	
199.65	11.09167	
199.7018	11.09454	
199.7493	11.09718	
199.7936	11.09965	
199.8355	11.10197	
199.8754	11.10419	
199.9139	11.10633	
199.9512	11.1084	
199.9877	11.11043	
200.0237	11.11243	
200.0595	11.11441	
200.0952	11.1164	
200.1312	11.1184	
200.1678	11.12043	
200.2053	11.12252	
200.2442	11.12468	
200.2841	11.12689	
200.3183	11.12879	
200.3486	11.13048	
200.3763	11.13201	
200.4019	11.13344	
200.426	11.13478	
200.449	11.13605	
200.471	11.13728	
200.4924	11.13847	
200.5133	11.13963	
200.5338	11.14077	
200.5542	11.1419	
200.5747	11.14304	
200.5953	11.14418	
200.6163	11.14535	
200.6379	11.14655	
200.6604	11.1478	
200.684	11.14911	
200.7073	11.1504	
200.7275	11.15152	
200.7458	11.15253	
200.7626	11.15346	
200.7783	11.15432	
200.7932	11.15514	
200.8075	11.15592	
200.8213	11.15667	
200.8347	11.15739	
200.8479	11.15809	
200.861	11.15878	
200.874	11.15945	
200.8871	11.16012	
200.9004	11.16078	
200.914	11.16144	
200.9281	11.1621	
200.9427	11.16277	
200.9582	11.16345	
200.9748	11.16415	
200.9928	11.16487	
201.0128	11.16563	
201.0353	11.16644	
201.0612	11.16731	
201.0918	11.16827	
201.1286	11.16934	
201.1727	11.17054	
201.2256	11.17187	
201.2891	11.17337	
201.3653	11.17505	
201.4568	11.17694	
201.5665	11.17907	
201.6982	11.18148	
201.8562	11.18421	
202.0458	11.18729	
202.2733	11.19076	
202.5464	11.19467	
202.8741	11.19907	
203.2672	11.20403	
203.7391	11.20962	
204.3053	11.2159	
204.9847	11.22298	
205.8	11.23096	
206.7784	11.23997	
207.9525	11.25016	
209.3613	11.26171	
211.052	11.27484	
213.0808	11.28982	
215.5153	11.30694	
218.4367	11.32653	
221.9425	11.34898	
226.1493	11.37467	
231.1976	11.40403	
237.2555	11.43751	
244.525	11.47561	
253.2484	11.51881	
263.7164	11.5676	
276.2781	11.62244	
291.3521	11.68369	
309.4409	11.75157	
331.1474	11.82611	
357.1953	11.90721	
388.4528	11.99471	
425.9617	12.08834	
470.9724	12.18765	
524.9853	12.29189	
589.8008	12.4002	
667.5793	12.51179	
760.9136	12.62588	
872.9147	12.74154	
1007.316	12.85766	
1168.598	12.97339	
1362.136	13.08801	
1594.381	13.20098	
1873.076	13.31171	
2207.509	13.41972	
2608.83	13.52429	
3090.414	13.62497	
3668.316	13.7216	
3960	13.76547	
