# This autogenerated file contains thermodynamical properties of H2.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 40.0, max temperature = 60.0, #temperature sampling points = 20
# min pressure = 101325.0, max pressure = 4500000.0, #pressure sampling points = 20
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg]
 5.15789473684e+01, 2.64792631579e+06, 1.94825683013e+00, 9.45639506593e-06, 4.32596032360e+06
 5.15789473684e+01, 2.87943552632e+06, 2.11588814600e+00, 9.45811222326e-06, 4.32714572223e+06
 5.15789473684e+01, 3.11094473684e+06, 2.28308954597e+00, 9.45989479805e-06, 4.32833469956e+06
 5.15789473684e+01, 3.34245394737e+06, 2.44986212940e+00, 9.46174226840e-06, 4.32952728607e+06
 5.15789473684e+01, 3.57396315789e+06, 2.61620698607e+00, 9.46365411570e-06, 4.33072350995e+06
 5.15789473684e+01, 3.80547236842e+06, 2.78212519722e+00, 9.46562982465e-06, 4.33192339722e+06
 5.15789473684e+01, 4.03698157895e+06, 2.94761783645e+00, 9.46766888321e-06, 4.33312697176e+06
 5.15789473684e+01, 4.26849078947e+06, 3.11268597063e+00, 9.46977078256e-06, 4.33433425547e+06
 5.15789473684e+01, 4.50000000000e+06, 3.27733066070e+00, 9.47193501712e-06, 4.33554526825e+06
 5.26315789474e+01, 1.01325000000e+05, 7.53662107745e-02, 9.46314454166e-06, 4.32828750040e+06
 5.26315789474e+01, 3.32834210526e+05, 2.47246819114e-01, 9.46409420033e-06, 4.32944182491e+06
 5.26315789474e+01, 5.64343421053e+05, 4.18686823442e-01, 9.46511490886e-06, 4.33059918906e+06
 5.26315789474e+01, 7.95852631579e+05, 5.89687509846e-01, 9.46620611047e-06, 4.33175965363e+06
 5.26315789474e+01, 1.02736184211e+06, 7.60250139517e-01, 9.46736725216e-06, 4.33292327611e+06
 5.26315789474e+01, 1.25887105263e+06, 9.30375950563e-01, 9.46859778460e-06, 4.33409011081e+06
 5.26315789474e+01, 1.49038026316e+06, 1.10006615972e+00, 9.46989716212e-06, 4.33526020900e+06
 5.26315789474e+01, 1.72188947368e+06, 1.26932196398e+00, 9.47126484262e-06, 4.33643361894e+06
 5.26315789474e+01, 1.95339868421e+06, 1.43814454215e+00, 9.47270028755e-06, 4.33761038607e+06
 5.26315789474e+01, 2.18490789474e+06, 1.60653505625e+00, 9.47420296187e-06, 4.33879055304e+06
 5.26315789474e+01, 2.41641710526e+06, 1.77449465298e+00, 9.47577233398e-06, 4.33997415985e+06
 5.26315789474e+01, 2.64792631579e+06, 1.94202446497e+00, 9.47740787569e-06, 4.34116124390e+06
 5.26315789474e+01, 2.87943552632e+06, 2.10912561202e+00, 9.47910906220e-06, 4.34235184011e+06
 5.26315789474e+01, 3.11094473684e+06, 2.27579920226e+00, 9.48087537206e-06, 4.34354598101e+06
 5.26315789474e+01, 3.34245394737e+06, 2.44204633327e+00, 9.48270628712e-06, 4.34474369680e+06
 5.26315789474e+01, 3.57396315789e+06, 2.60786809312e+00, 9.48460129255e-06, 4.34594501543e+06
 5.26315789474e+01, 3.80547236842e+06, 2.77326556132e+00, 9.48655987675e-06, 4.34714996271e+06
 5.26315789474e+01, 4.03698157895e+06, 2.93823980975e+00, 9.48858153137e-06, 4.34835856237e+06
 5.26315789474e+01, 4.26849078947e+06, 3.10279190352e+00, 9.49066575130e-06, 4.34957083612e+06
 5.26315789474e+01, 4.50000000000e+06, 3.26692290183e+00, 9.49281203460e-06, 4.35078680374e+06
 5.36842105263e+01, 1.01325000000e+05, 7.51235706146e-02, 9.48429181098e-06, 4.34343161899e+06
 5.36842105263e+01, 3.32834210526e+05, 2.46451495957e-01, 9.48522909292e-06, 4.34459144732e+06
 5.36842105263e+01, 5.64343421053e+05, 4.17341186878e-01, 9.48623709077e-06, 4.34575428662e+06
 5.36842105263e+01, 7.95852631579e+05, 5.87793925781e-01, 9.48731525171e-06, 4.34692019702e+06
 5.36842105263e+01, 1.02736184211e+06, 7.57810970480e-01, 9.48846302670e-06, 4.34808923540e+06
 5.36842105263e+01, 1.25887105263e+06, 9.27393555981e-01, 9.48967987033e-06, 4.34926145552e+06
 5.36842105263e+01, 1.49038026316e+06, 1.09654289616e+00, 9.49096524082e-06, 4.35043690812e+06
 5.36842105263e+01, 1.72188947368e+06, 1.26526018537e+00, 9.49231859997e-06, 4.35161564098e+06
 5.36842105263e+01, 1.95339868421e+06, 1.43354659994e+00, 9.49373941308e-06, 4.35279769909e+06
 5.36842105263e+01, 2.18490789474e+06, 1.60140329961e+00, 9.49522714894e-06, 4.35398312469e+06
 5.36842105263e+01, 2.41641710526e+06, 1.76883142890e+00, 9.49678127977e-06, 4.35517195739e+06
 5.36842105263e+01, 2.64792631579e+06, 1.93583211837e+00, 9.49840128116e-06, 4.35636423426e+06
 5.36842105263e+01, 2.87943552632e+06, 2.10240648585e+00, 9.50008663209e-06, 4.35755998990e+06
 5.36842105263e+01, 3.11094473684e+06, 2.26855563758e+00, 9.50183681485e-06, 4.35875925655e+06
 5.36842105263e+01, 3.34245394737e+06, 2.43428066927e+00, 9.50365131502e-06, 4.35996206414e+06
 5.36842105263e+01, 3.57396315789e+06, 2.59958266716e+00, 9.50552962147e-06, 4.36116844042e+06
 5.36842105263e+01, 3.80547236842e+06, 2.76446270895e+00, 9.50747122630e-06, 4.36237841098e+06
 5.36842105263e+01, 4.03698157895e+06, 2.92892186470e+00, 9.50947562481e-06, 4.36359199937e+06
 5.36842105263e+01, 4.26849078947e+06, 3.09296119772e+00, 9.51154231553e-06, 4.36480922714e+06
 5.36842105263e+01, 4.50000000000e+06, 3.25658176531e+00, 9.51367080015e-06, 4.36603011395e+06
 5.47368421053e+01, 1.01325000000e+05, 7.48824882210e-02, 9.50541847236e-06, 4.35857820467e+06
 5.47368421053e+01, 3.32834210526e+05, 2.45661277645e-01, 9.50634348042e-06, 4.35974349558e+06
 5.47368421053e+01, 5.64343421053e+05, 4.16004185307e-01, 9.50733887343e-06, 4.36091176907e+06
 5.47368421053e+01, 7.95852631579e+05, 5.85912489853e-01, 9.50840410253e-06, 4.36208308462e+06
 5.47368421053e+01, 1.02736184211e+06, 7.55387445647e-01, 9.50953862255e-06, 4.36325749852e+06
 5.47368421053e+01, 1.25887105263e+06, 9.24430284515e-01, 9.51074189199e-06, 4.36443506398e+06
 5.47368421053e+01, 1.49038026316e+06, 1.09304221739e+00, 9.51201337293e-06, 4.36561583121e+06
 5.47368421053e+01, 1.72188947368e+06, 1.26122443590e+00, 9.51335253100e-06, 4.36679984754e+06
 5.47368421053e+01, 1.95339868421e+06, 1.42897811381e+00, 9.51475883532e-06, 4.36798715750e+06
 5.47368421053e+01, 2.18490789474e+06, 1.59630440849e+00, 9.51623175848e-06, 4.36917780292e+06
 5.47368421053e+01, 2.41641710526e+06, 1.76320446218e+00, 9.51777077646e-06, 4.37037182305e+06
 5.47368421053e+01, 2.64792631579e+06, 1.92967940329e+00, 9.51937536862e-06, 4.37156925461e+06
 5.47368421053e+01, 2.87943552632e+06, 2.09573034759e+00, 9.52104501766e-06, 4.37277013189e+06
 5.47368421053e+01, 3.11094473684e+06, 2.26135839931e+00, 9.52277920957e-06, 4.37397448685e+06
 5.47368421053e+01, 3.34245394737e+06, 2.42656465224e+00, 9.52457743363e-06, 4.37518234917e+06
 5.47368421053e+01, 3.57396315789e+06, 2.59135019068e+00, 9.52643918237e-06, 4.37639374635e+06
 5.47368421053e+01, 3.80547236842e+06, 2.75571609043e+00, 9.52836395153e-06, 4.37760870381e+06
 5.47368421053e+01, 4.03698157895e+06, 2.91966341966e+00, 9.53035124005e-06, 4.37882724490e+06
 5.47368421053e+01, 4.26849078947e+06, 3.08319323975e+00, 9.53240055004e-06, 4.38004939103e+06
 5.47368421053e+01, 4.50000000000e+06, 3.24630660606e+00, 9.53451138678e-06, 4.38127516172e+06
 5.57894736842e+01, 1.01325000000e+05, 7.46429486357e-02, 9.52652462598e-06, 4.37372721362e+06
 5.57894736842e+01, 3.32834210526e+05, 2.44876115138e-01, 9.52743746187e-06, 4.37489792630e+06
 5.57894736842e+01, 5.64343421053e+05, 4.14675735738e-01, 9.52842035473e-06, 4.37607159342e+06
 5.57894736842e+01, 7.95852631579e+05, 5.84043085259e-01, 9.52947275957e-06, 4.37724827384e+06
 5.57894736842e+01, 1.02736184211e+06, 7.52979414544e-01, 9.53059413512e-06, 4.37842802329e+06
 5.57894736842e+01, 1.25887105263e+06, 9.21485952159e-01, 9.53178394370e-06, 4.37961089441e+06
 5.57894736842e+01, 1.49038026316e+06, 1.08956390602e+00, 9.53304165123e-06, 4.38079693690e+06
 5.57894736842e+01, 1.72188947368e+06, 1.25721446494e+00, 9.53436672714e-06, 4.38198619763e+06
 5.57894736842e+01, 1.95339868421e+06, 1.42443880005e+00, 9.53575864432e-06, 4.38317872070e+06
 5.57894736842e+01, 2.18490789474e+06, 1.59123806623e+00, 9.53721687910e-06, 4.38437454753e+06
 5.57894736842e+01, 2.41641710526e+06, 1.75761340339e+00, 9.53874091122e-06, 4.38557371700e+06
 5.57894736842e+01, 2.64792631579e+06, 1.92356593770e+00, 9.54033022373e-06, 4.38677626550e+06
 5.57894736842e+01, 2.87943552632e+06, 2.08909678276e+00, 9.54198430303e-06, 4.38798222701e+06
 5.57894736842e+01, 3.11094473684e+06, 2.25420704072e+00, 9.54370263879e-06, 4.38919163320e+06
 5.57894736842e+01, 3.34245394737e+06, 2.41889780334e+00, 9.54548472393e-06, 4.39040451351e+06
 5.57894736842e+01, 3.57396315789e+06, 2.58317015291e+00, 9.54733005460e-06, 4.39162089523e+06
 5.57894736842e+01, 3.80547236842e+06, 2.74702516324e+00, 9.54923813014e-06, 4.39284080355e+06
 5.57894736842e+01, 4.03698157895e+06, 2.91046390052e+00, 9.55120845309e-06, 4.39406426167e+06
 5.57894736842e+01, 4.26849078947e+06, 3.07348742411e+00, 9.55324052912e-06, 4.39529129083e+06
 5.57894736842e+01, 4.50000000000e+06, 3.23609678739e+00, 9.55533386705e-06, 4.39652191044e+06
 5.68421052632e+01, 1.01325000000e+05, 7.44049370917e-02, 9.54761037118e-06, 4.38887860270e+06
 5.68421052632e+01, 3.32834210526e+05, 2.44095960023e-01, 9.54851113548e-06, 4.39005469671e+06
 5.68421052632e+01, 5.64343421053e+05, 4.13355756244e-01, 9.54948163170e-06, 4.39123371732e+06
 5.68421052632e+01, 7.95852631579e+05, 5.82185596695e-01, 9.55052131870e-06, 4.39241572276e+06
 5.68421052632e+01, 1.02736184211e+06, 7.50586728623e-01, 9.55162965903e-06, 4.39360076817e+06
 5.68421052632e+01, 1.25887105263e+06, 9.18560377267e-01, 9.55280611882e-06, 4.39478890566e+06
 5.68421052632e+01, 1.49038026316e+06, 1.08610774745e+00, 9.55405016778e-06, 4.39598018444e+06
 5.68421052632e+01, 1.72188947368e+06, 1.25323002508e+00, 9.55536127909e-06, 4.39717465090e+06
 5.68421052632e+01, 1.95339868421e+06, 1.41992837858e+00, 9.55673892939e-06, 4.39837234872e+06
 5.68421052632e+01, 2.18490789474e+06, 1.58620396028e+00, 9.55818259872e-06, 4.39957331893e+06
 5.68421052632e+01, 2.41641710526e+06, 1.75205790764e+00, 9.55969177051e-06, 4.40077760003e+06
 5.68421052632e+01, 2.64792631579e+06, 1.91749134450e+00, 9.56126593150e-06, 4.40198522809e+06
 5.68421052632e+01, 2.87943552632e+06, 2.08250538224e+00, 9.56290457172e-06, 4.40319623678e+06
 5.68421052632e+01, 3.11094473684e+06, 2.24710112083e+00, 9.56460718448e-06, 4.40441065750e+06
 5.68421052632e+01, 3.34245394737e+06, 2.41127964990e+00, 9.56637326631e-06, 4.40562851944e+06
 5.68421052632e+01, 3.57396315789e+06, 2.57504204966e+00, 9.56820231694e-06, 4.40684984966e+06
 5.68421052632e+01, 3.80547236842e+06, 2.73838939186e+00, 9.57009383930e-06, 4.40807467317e+06
 5.68421052632e+01, 4.03698157895e+06, 2.90132274060e+00, 9.57204733946e-06, 4.40930301298e+06
 5.68421052632e+01, 4.26849078947e+06, 3.06384315319e+00, 9.57406232661e-06, 4.41053489021e+06
 5.68421052632e+01, 4.50000000000e+06, 3.22595168086e+00, 9.57613831308e-06, 4.41177032410e+06
 5.78947368421e+01, 1.01325000000e+05, 7.41684390097e-02, 9.56867580647e-06, 4.40403232940e+06
 5.78947368421e+01, 3.32834210526e+05, 2.43320764503e-01, 9.56956459866e-06, 4.40521376475e+06
 5.78947368421e+01, 5.64343421053e+05, 4.12044165944e-01, 9.57052280060e-06, 4.40639809910e+06
 5.78947368421e+01, 7.95852631579e+05, 5.80339910325e-01, 9.57154987498e-06, 4.40758539008e+06
 5.78947368421e+01, 1.02736184211e+06, 7.48209241237e-01, 9.57264528812e-06, 4.40877569227e+06
 5.78947368421e+01, 1.25887105263e+06, 9.15653380519e-01, 9.57380850995e-06, 4.40996905724e+06
 5.78947368421e+01, 1.49038026316e+06, 1.08267352982e+00, 9.57503901389e-06, 4.41116553372e+06
 5.78947368421e+01, 1.72188947368e+06, 1.24927087208e+00, 9.57633627685e-06, 4.41236516762e+06
 5.78947368421e+01, 1.95339868421e+06, 1.41544657295e+00, 9.57769977918e-06, 4.41356800221e+06
 5.78947368421e+01, 2.18490789474e+06, 1.58120178208e+00, 9.57912900460e-06, 4.41477407813e+06
 5.78947368421e+01, 2.41641710526e+06, 1.74653763444e+00, 9.58062344018e-06, 4.41598343353e+06
 5.78947368421e+01, 2.64792631579e+06, 1.91145525145e+00, 9.58218257630e-06, 4.41719610413e+06
 5.78947368421e+01, 2.87943552632e+06, 2.07595574218e+00, 9.58380590662e-06, 4.41841212332e+06
 5.78947368421e+01, 3.11094473684e+06, 2.24004020435e+00, 9.58549292802e-06, 4.41963152222e+06
 5.78947368421e+01, 3.34245394737e+06, 2.40370972537e+00, 9.58724314061e-06, 4.42085432978e+06
 5.78947368421e+01, 3.57396315789e+06, 2.56696538329e+00, 9.58905604767e-06, 4.42208057284e+06
 5.78947368421e+01, 3.80547236842e+06, 2.72980824770e+00, 9.59093115567e-06, 4.42331027620e+06
 5.78947368421e+01, 4.03698157895e+06, 2.89223938057e+00, 9.59286797417e-06, 4.42454346273e+06
 5.78947368421e+01, 4.26849078947e+06, 3.05425983704e+00, 9.59486601587e-06, 4.42578015336e+06
 5.78947368421e+01, 4.50000000000e+06, 3.21587066619e+00, 9.59692479655e-06, 4.42702036725e+06
 5.89473684211e+01, 1.01325000000e+05, 7.39334399957e-02, 9.58972102952e-06, 4.41918835190e+06
 5.89473684211e+01, 3.32834210526e+05, 2.42550481388e-01, 9.59059794799e-06, 4.42037508897e+06
 5.89473684211e+01, 5.64343421053e+05, 4.10740884984e-01, 9.59154395689e-06, 4.42156469770e+06
 5.89473684211e+01, 7.95852631579e+05, 5.78505913766e-01, 9.59255852270e-06, 4.42275723516e+06
 5.89473684211e+01, 1.02736184211e+06, 7.45846807608e-01, 9.59364111550e-06, 4.42395275533e+06
 5.89473684211e+01, 1.25887105263e+06, 9.12764784880e-01, 9.59479120893e-06, 4.42515130928e+06
 5.89473684211e+01, 1.49038026316e+06, 1.07926104399e+00, 9.59600828014e-06, 4.42635294523e+06
 5.89473684211e+01, 1.72188947368e+06, 1.24533676485e+00, 9.59729180970e-06, 4.42755770868e+06
 5.89473684211e+01, 1.95339868421e+06, 1.41099311021e+00, 9.59864128164e-06, 4.42876564244e+06
 5.89473684211e+01, 2.18490789474e+06, 1.57623122703e+00, 9.60005618331e-06, 4.42997678679e+06
 5.89473684211e+01, 2.41641710526e+06, 1.74105224767e+00, 9.60153600540e-06, 4.43119117951e+06
 5.89473684211e+01, 2.64792631579e+06, 1.90545729108e+00, 9.60308024189e-06, 4.43240885600e+06
 5.89473684211e+01, 2.87943552632e+06, 2.06944746391e+00, 9.60468839001e-06, 4.43362984937e+06
 5.89473684211e+01, 3.11094473684e+06, 2.23302386156e+00, 9.60635995020e-06, 4.43485419045e+06
 5.89473684211e+01, 3.34245394737e+06, 2.39618756916e+00, 9.60809442610e-06, 4.43608190797e+06
 5.89473684211e+01, 3.57396315789e+06, 2.55893966251e+00, 9.60989132451e-06, 4.43731302853e+06
 5.89473684211e+01, 3.80547236842e+06, 2.72128120896e+00, 9.61175015538e-06, 4.43854757676e+06
 5.89473684211e+01, 4.03698157895e+06, 2.88321326827e+00, 9.61367043176e-06, 4.43978557535e+06
 5.89473684211e+01, 4.26849078947e+06, 3.04473689336e+00, 9.61565166978e-06, 4.44102704509e+06
 5.89473684211e+01, 4.50000000000e+06, 3.20585313103e+00, 9.61769338867e-06, 4.44227200501e+06
 6.00000000000e+01, 1.01325000000e+05, 7.36999258374e-02, 9.61074613720e-06, 4.43434662901e+06
 6.00000000000e+01, 3.32834210526e+05, 2.41785064087e-01, 9.61161127924e-06, 4.43553862857e+06
 6.00000000000e+01, 5.64343421053e+05, 4.09445834520e-01, 9.61254519523e-06, 4.43673347274e+06
 6.00000000000e+01, 7.95852631579e+05, 5.76683496059e-01, 9.61354735539e-06, 4.43793121798e+06
 6.00000000000e+01, 1.02736184211e+06, 7.43499284794e-01, 9.61461723350e-06, 4.43913191772e+06
 6.00000000000e+01, 1.25887105263e+06, 9.09894415567e-01, 9.61575430690e-06, 4.44033562252e+06
 6.00000000000e+01, 1.49038026316e+06, 1.07587008348e+00, 9.61695805640e-06, 4.44154238013e+06
 6.00000000000e+01, 1.72188947368e+06, 1.24142746532e+00, 9.61822796624e-06, 4.44275223557e+06
 6.00000000000e+01, 1.95339868421e+06, 1.40656772091e+00, 9.61956352404e-06, 4.44396523128e+06
 6.00000000000e+01, 2.18490789474e+06, 1.57129199441e+00, 9.62096422078e-06, 4.44518140712e+06
 6.00000000000e+01, 2.41641710526e+06, 1.73560141551e+00, 9.62242955072e-06, 4.44640080056e+06
 6.00000000000e+01, 2.64792631579e+06, 1.89949710060e+00, 9.62395901140e-06, 4.44762344666e+06
 6.00000000000e+01, 2.87943552632e+06, 2.06298015386e+00, 9.62555210358e-06, 4.44884937823e+06
 6.00000000000e+01, 3.11094473684e+06, 2.22605166827e+00, 9.62720833124e-06, 4.45007862586e+06
 6.00000000000e+01, 3.34245394737e+06, 2.38871272660e+00, 9.62892720150e-06, 4.45131121801e+06
 6.00000000000e+01, 3.57396315789e+06, 2.55096440234e+00, 9.63070822465e-06, 4.45254718110e+06
 6.00000000000e+01, 3.80547236842e+06, 2.71280776054e+00, 9.63255091408e-06, 4.45378653955e+06
 6.00000000000e+01, 4.03698157895e+06, 2.87424385865e+00, 9.63445478628e-06, 4.45502931587e+06
 6.00000000000e+01, 4.26849078947e+06, 3.03527374728e+00, 9.63641936080e-06, 4.45627553075e+06
 6.00000000000e+01, 4.50000000000e+06, 3.19589847095e+00, 9.63844416026e-06, 4.45752520304e+06
