# This autogenerated file contains solubilities of H2 and H2O in a respective fluid system.
# The values have been calculated by means of (11)-(14) in https://doi.org/10.1016/S0016-7037(03)00273-4.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 40.0, max temperature = 60.0, #temperature sampling points = 20
# min phase pressure = 101325.0, max phase pressure = 4500000.0, #pressure sampling points = 20
#
# temperature [°C], phase pressure [Pa],         y_H2O [-],         x_H2 [-]
 5.47368421053e+01,   3.11094473684e+06, 4.84802391405e-03, 4.07058624427e-04
 5.47368421053e+01,   3.34245394737e+06, 4.53068579577e-03, 4.37105267459e-04
 5.47368421053e+01,   3.57396315789e+06, 4.25444931463e-03, 4.67099675624e-04
 5.47368421053e+01,   3.80547236842e+06, 4.01181295442e-03, 4.97042092288e-04
 5.47368421053e+01,   4.03698157895e+06, 3.79699595797e-03, 5.26932756848e-04
 5.47368421053e+01,   4.26849078947e+06, 3.60547168513e-03, 5.56771904912e-04
 5.47368421053e+01,   4.50000000000e+06, 3.43364501325e-03, 5.86559768462e-04
 5.57894736842e+01,   1.01325000000e+05, 1.47734988896e-01, 1.14825253648e-05
 5.57894736842e+01,   3.32834210526e+05, 4.51691293351e-02, 4.22188429364e-05
 5.57894736842e+01,   5.64343421053e+05, 2.67538891842e-02, 7.28995713172e-05
 5.57894736842e+01,   7.95852631579e+05, 1.90523926771e-02, 1.03525022574e-04
 5.57894736842e+01,   1.02736184211e+06, 1.48218251124e-02, 1.34095501807e-04
 5.57894736842e+01,   1.25887105263e+06, 1.21472512597e-02, 1.64611307441e-04
 5.57894736842e+01,   1.49038026316e+06, 1.03035668345e-02, 1.95072731519e-04
 5.57894736842e+01,   1.72188947368e+06, 8.95563060025e-03, 2.25480059968e-04
 5.57894736842e+01,   1.95339868421e+06, 7.92717985417e-03, 2.55833572862e-04
 5.57894736842e+01,   2.18490789474e+06, 7.11665790003e-03, 2.86133544680e-04
 5.57894736842e+01,   2.41641710526e+06, 6.46142732824e-03, 3.16380244541e-04
 5.57894736842e+01,   2.64792631579e+06, 5.92075637558e-03, 3.46573936440e-04
 5.57894736842e+01,   2.87943552632e+06, 5.46701275687e-03, 3.76714879464e-04
 5.57894736842e+01,   3.11094473684e+06, 5.08078950298e-03, 4.06803328017e-04
 5.57894736842e+01,   3.34245394737e+06, 4.74805640056e-03, 4.36839532017e-04
 5.57894736842e+01,   3.57396315789e+06, 4.45841855228e-03, 4.66823737089e-04
 5.57894736842e+01,   3.80547236842e+06, 4.20401058890e-03, 4.96756184763e-04
 5.57894736842e+01,   4.03698157895e+06, 3.97877136381e-03, 5.26637112648e-04
 5.57894736842e+01,   4.26849078947e+06, 3.77795467707e-03, 5.56466754606e-04
 5.57894736842e+01,   4.50000000000e+06, 3.59779102846e-03, 5.86245340924e-04
 5.68421052632e+01,   1.01325000000e+05, 1.54838606787e-01, 1.13836238860e-05
 5.68421052632e+01,   3.32834210526e+05, 4.73393302050e-02, 4.21112315611e-05
 5.68421052632e+01,   5.64343421053e+05, 2.80383145650e-02, 7.27835045914e-05
 5.68421052632e+01,   7.95852631579e+05, 1.99663732427e-02, 1.03400752363e-04
 5.68421052632e+01,   1.02736184211e+06, 1.55323124325e-02, 1.33963277388e-04
 5.68421052632e+01,   1.25887105263e+06, 1.27290885945e-02, 1.64471375597e-04
 5.68421052632e+01,   1.49038026316e+06, 1.07967199566e-02, 1.94925336616e-04
 5.68421052632e+01,   1.72188947368e+06, 9.38394500228e-03, 2.25325444041e-04
 5.68421052632e+01,   1.95339868421e+06, 8.30602279984e-03, 2.55671975690e-04
 5.68421052632e+01,   2.18490789474e+06, 7.45651178008e-03, 2.85965203859e-04
 5.68421052632e+01,   2.41641710526e+06, 6.76976167680e-03, 3.16205395550e-04
 5.68421052632e+01,   2.64792631579e+06, 6.20308153077e-03, 3.46392812704e-04
 5.68421052632e+01,   2.87943552632e+06, 5.72750994513e-03, 3.76527712425e-04
 5.68421052632e+01,   3.11094473684e+06, 5.32270647653e-03, 4.06610347178e-04
 5.68421052632e+01,   3.34245394737e+06, 4.97396605909e-03, 4.36640965007e-04
 5.68421052632e+01,   3.57396315789e+06, 4.67039380150e-03, 4.66619809711e-04
 5.68421052632e+01,   3.80547236842e+06, 4.40374601069e-03, 4.96547121045e-04
 5.68421052632e+01,   4.03698157895e+06, 4.16766999936e-03, 5.26423134885e-04
 5.68421052632e+01,   4.26849078947e+06, 3.95719127563e-03, 5.56248083409e-04
 5.68421052632e+01,   4.50000000000e+06, 3.76835902665e-03, 5.86022195251e-04
 5.78947368421e+01,   1.01325000000e+05, 1.62221826290e-01, 1.12828238782e-05
 5.78947368421e+01,   3.32834210526e+05, 4.95948760734e-02, 4.20066492072e-05
 5.78947368421e+01,   5.64343421053e+05, 2.93732068835e-02, 7.26753836187e-05
 5.78947368421e+01,   7.95852631579e+05, 2.09162341708e-02, 1.03289333901e-04
 5.78947368421e+01,   1.02736184211e+06, 1.62706673686e-02, 1.33848800059e-04
 5.78947368421e+01,   1.25887105263e+06, 1.33337278021e-02, 1.64354075604e-04
 5.78947368421e+01,   1.49038026316e+06, 1.13091828880e-02, 1.94805447826e-04
 5.78947368421e+01,   1.72188947368e+06, 9.82901608269e-03, 2.25203198060e-04
 5.78947368421e+01,   1.95339868421e+06, 8.69967438975e-03, 2.55547601944e-04
 5.78947368421e+01,   2.18490789474e+06, 7.80963902227e-03, 2.85838929651e-04
 5.78947368421e+01,   2.41641710526e+06, 7.09012822395e-03, 3.16077446141e-04
 5.78947368421e+01,   2.64792631579e+06, 6.49641469500e-03, 3.46263411366e-04
 5.78947368421e+01,   2.87943552632e+06, 5.99815559224e-03, 3.76397080505e-04
 5.78947368421e+01,   3.11094473684e+06, 5.57404024190e-03, 4.06478704156e-04
 5.78947368421e+01,   3.34245394737e+06, 5.20866215287e-03, 4.36508528541e-04
 5.78947368421e+01,   3.57396315789e+06, 4.89060675224e-03, 4.66486795696e-04
 5.78947368421e+01,   3.80547236842e+06, 4.61123712644e-03, 4.96413743655e-04
 5.78947368421e+01,   4.03698157895e+06, 4.36389756776e-03, 5.26289606623e-04
 5.78947368421e+01,   4.26849078947e+06, 4.14337630332e-03, 5.56114615144e-04
 5.78947368421e+01,   4.50000000000e+06, 3.94553406827e-03, 5.85888996266e-04
 5.89473684211e+01,   1.01325000000e+05, 1.69892767285e-01, 1.11799473183e-05
 5.89473684211e+01,   3.32834210526e+05, 5.19382426075e-02, 4.19048570031e-05
 5.89473684211e+01,   5.64343421053e+05, 3.07600284090e-02, 7.25749089248e-05
 5.89473684211e+01,   7.95852631579e+05, 2.19030139112e-02, 1.03190407354e-04
 5.89473684211e+01,   1.02736184211e+06, 1.70376955569e-02, 1.33751649868e-04
 5.89473684211e+01,   1.25887105263e+06, 1.39618273318e-02, 1.64258927633e-04
 5.89473684211e+01,   1.49038026316e+06, 1.18415126145e-02, 1.94712525676e-04
 5.89473684211e+01,   1.72188947368e+06, 1.02913266452e-02, 2.25112723148e-04
 5.89473684211e+01,   1.95339868421e+06, 9.10856082730e-03, 2.55459793563e-04
 5.89473684211e+01,   2.18490789474e+06, 8.17642122196e-03, 2.85754005055e-04
 5.89473684211e+01,   2.41641710526e+06, 7.42287250291e-03, 3.15995620595e-04
 5.89473684211e+01,   2.64792631579e+06, 6.80107164358e-03, 3.46184898218e-04
 5.89473684211e+01,   2.87943552632e+06, 6.27924049932e-03, 3.76322091234e-04
 5.89473684211e+01,   3.11094473684e+06, 5.83506034180e-03, 4.06407448435e-04
 5.89473684211e+01,   3.34245394737e+06, 5.45239590978e-03, 4.36441214285e-04
 5.89473684211e+01,   3.57396315789e+06, 5.11929268918e-03, 4.66423629112e-04
 5.89473684211e+01,   3.80547236842e+06, 4.82670521632e-03, 4.96354929284e-04
 5.89473684211e+01,   4.03698157895e+06, 4.56766294997e-03, 5.26235347390e-04
 5.89473684211e+01,   4.26849078947e+06, 4.33670758590e-03, 5.56065112399e-04
 5.89473684211e+01,   4.50000000000e+06, 4.12950406058e-03, 5.85844449814e-04
 6.00000000000e+01,   1.01325000000e+05, 1.77859676987e-01, 1.10748124379e-05
 6.00000000000e+01,   3.32834210526e+05, 5.43719442087e-02, 4.18056146572e-05
 6.00000000000e+01,   5.64343421053e+05, 3.22002642388e-02, 7.24817819314e-05
 6.00000000000e+01,   7.95852631579e+05, 2.29277670895e-02, 1.03103616093e-04
 6.00000000000e+01,   1.02736184211e+06, 1.78342151547e-02, 1.33671412367e-04
 6.00000000000e+01,   1.25887105263e+06, 1.46140558435e-02, 1.64185459649e-04
 6.00000000000e+01,   1.49038026316e+06, 1.23942747405e-02, 1.94646040777e-04
 6.00000000000e+01,   1.72188947368e+06, 1.07713669479e-02, 2.25053432777e-04
 6.00000000000e+01,   1.95339868421e+06, 9.53311488135e-03, 2.55407907122e-04
 6.00000000000e+01,   2.18490789474e+06, 8.55724584000e-03, 2.85709729959e-04
 6.00000000000e+01,   2.41641710526e+06, 7.76834534638e-03, 3.15959162342e-04
 6.00000000000e+01,   2.64792631579e+06, 7.11737298438e-03, 3.46156460444e-04
 6.00000000000e+01,   2.87943552632e+06, 6.57105990812e-03, 3.76301875775e-04
 6.00000000000e+01,   3.11094473684e+06, 6.10604042590e-03, 4.06395655373e-04
 6.00000000000e+01,   3.34245394737e+06, 5.70542237731e-03, 4.36438042002e-04
 6.00000000000e+01,   3.57396315789e+06, 5.35669046642e-03, 4.66429274340e-04
 6.00000000000e+01,   3.80547236842e+06, 5.05037491027e-03, 4.96369587147e-04
 6.00000000000e+01,   4.03698157895e+06, 4.77917818219e-03, 5.26259211445e-04
 6.00000000000e+01,   4.26849078947e+06, 4.53738593101e-03, 5.56098374676e-04
 6.00000000000e+01,   4.50000000000e+06, 4.32045973701e-03, 5.85887300862e-04
