HEADER
'time'	'pressure drop'
UNITS
'second'	'bar'
67200.00	1.153849
67320.00	1.13696
67440.00	1.149493
67560.00	1.145147
67680.00	1.148595
67800.00	1.148042
67920.00	1.140587
68040.00	1.136035
68160.00	1.135175
68280.00	1.149354
68400.00	1.142298
68520.00	1.152782
68640.00	1.147427
68760.00	1.14072
68880.00	1.14971
69000.00	1.137825
69120.00	1.144073
69240.00	1.133902
69360.00	1.152116
69480.00	1.144617
69600.00	1.154804
69720.00	1.147659
69840.00	1.147221
69960.00	1.147468
70080.00	1.139648
70200.00	1.144334
70320.00	1.135526
70440.00	1.128245
70560.00	1.146883
70680.00	1.156515
70800.00	1.151316
70920.00	1.145779
71040.00	1.149819
71160.00	1.143806
71280.00	1.148916
71400.00	1.139828
71520.00	1.127926
71640.00	1.148198
71760.00	1.160681
71880.00	1.148851
72000.00	1.148638
72120.00	1.155977
72240.00	1.149838
72360.00	1.150687
72480.00	1.150543
72600.00	1.128367
72720.00	1.150211
72840.00	1.154252
72960.00	1.147901
73080.00	1.155517
73200.00	1.156102
73320.00	1.152341
73440.00	1.150108
73560.00	1.152118
73680.00	1.143618
73800.00	1.147852
73920.00	1.158368
74040.00	1.145964
74160.00	1.156975
74280.00	1.154643
74400.00	1.147403
74520.00	1.153327
74640.00	1.148263
74760.00	1.151909
74880.00	1.150437
75000.00	1.153683
75120.00	1.137988
75240.00	1.162243
75360.00	1.157013
75480.00	1.152186
75600.00	1.156273
75720.00	1.148581
75840.00	1.155125
75960.00	1.150129
76080.00	1.161117
76200.00	1.150056
76320.00	1.159555
76440.00	1.162619
76560.00	1.156594
76680.00	1.158417
76800.00	1.143765
76920.00	1.151386
77040.00	1.149645
77160.00	1.133113
77280.00	1.148091
77400.00	1.16399
77520.00	1.154105
77640.00	1.154668
77760.00	1.156747
77880.00	1.138718
78000.00	1.154594
78120.00	1.154967
78240.00	1.149381
78360.00	1.16021
78480.00	1.165443
78600.00	1.137738
78720.00	1.159438
78840.00	1.147572
78960.00	1.154619
79080.00	1.146546
79200.00	1.166501
79320.00	1.151691
79440.00	1.167141
79560.00	1.1594
79680.00	1.156458
79800.00	1.160613
79920.00	1.147985
80040.00	1.146459
80160.00	1.151947
80280.00	1.162167
80400.00	1.154521
80520.00	1.163846
80640.00	1.155139
80760.00	1.15651
80880.00	1.159065
81000.00	1.147656
81120.00	1.148023
81240.00	1.148649
81360.00	1.163106
81480.00	1.153808
81600.00	1.159639
81720.00	1.156567
81840.00	1.159435
81960.00	1.163337
82080.00	1.157174
82200.00	1.151419
82320.00	1.150728
82440.00	1.157767
82560.00	1.161767
82680.00	1.166469
82800.00	1.157087
82920.00	1.16141
83040.00	1.16532
83160.00	1.152263
83280.00	1.153705
83400.00	1.153599
83520.00	1.148652
83640.00	1.159326
83760.00	1.170479
83880.00	1.164877
84000.00	1.160404
84120.00	1.162434
84240.00	1.152034
84360.00	1.161332
84480.00	1.150048
84600.00	1.14241
84720.00	1.159887
84840.00	1.170055
84960.00	1.162768
85080.00	1.164477
85200.00	1.163506
85320.00	1.159952
85440.00	1.1611
85560.00	1.150565
85680.00	1.140595
85800.00	1.155762
85920.00	1.171143
86040.00	1.165829
86160.00	1.162229
86280.00	1.160847
86400.00	1.161808
86520.00	1.160268
86640.00	1.152159
86760.00	1.146037
86880.00	1.162406
87000.00	1.170923
87120.00	1.160681
87240.00	1.166439
87360.00	1.163223
87480.00	1.164033
87600.00	1.159416
87720.00	1.163318
87840.00	1.146581
87960.00	1.167339
88080.00	1.162779
88200.00	1.167377
88320.00	1.165446
88440.00	1.164852
88560.00	1.167522
88680.00	1.162717
88800.00	1.156853
88920.00	1.15223
89040.00	1.158975
89160.00	1.145852
89280.00	1.16516
89400.00	1.174242
89520.00	1.167636
89640.00	1.166246
89760.00	1.16467
89880.00	1.147868
90000.00	1.168422
90120.00	1.157334
90240.00	1.144353
90360.00	1.159985
90480.00	1.175089
90600.00	1.16618
90720.00	1.164191
90840.00	1.163514
90960.00	1.155351
91080.00	1.163307
91200.00	1.158026
91320.00	1.157922
91440.00	1.160605
91560.00	1.170923
91680.00	1.144296
91800.00	1.168455
91920.00	1.162692
92040.00	1.167816
92160.00	1.161312
92280.00	1.168967
92400.00	1.157854
92520.00	1.160371
92640.00	1.174953
92760.00	1.161119
92880.00	1.17237
93000.00	1.168931
93120.00	1.170281
93240.00	1.175402
93360.00	1.171421
93480.00	1.165432
93600.00	1.171551
93720.00	1.173712
93840.00	1.168871
93960.00	1.17769
94080.00	1.169179
94200.00	1.172735
94320.00	1.172308
94440.00	1.166281
94560.00	1.166006
94680.00	1.160978
94800.00	1.155501
94920.00	1.172624
95040.00	1.175404
95160.00	1.173581
95280.00	1.173519
95400.00	1.175081
95520.00	1.167108
95640.00	1.169051
95760.00	1.16393
95880.00	1.151305
96000.00	1.171758
96120.00	1.176114
96240.00	1.182234
96360.00	1.172844
96480.00	1.17674
96600.00	1.171772
96720.00	1.170226
96840.00	1.172795
96960.00	1.152777
97080.00	1.1696
97200.00	1.176841
97320.00	1.170332
97440.00	1.176928
97560.00	1.177347
97680.00	1.172049
97800.00	1.174384
97920.00	1.168134
98040.00	1.158646
98160.00	1.170586
98280.00	1.185262
98400.00	1.177987
98520.00	1.175206
98640.00	1.178117
98760.00	1.179023
98880.00	1.174237
99000.00	1.163876
99120.00	1.160134
99240.00	1.179679
99360.00	1.186413
99480.00	1.176446
99600.00	1.182873
99720.00	1.177818
99840.00	1.17628
99960.00	1.178395
100080.00	1.175984
100200.00	1.161892
100320.00	1.175067
100440.00	1.184734
100560.00	1.174572
100680.00	1.180343
100800.00	1.175494
100920.00	1.179355
101040.00	1.175214
101160.00	1.179946
101280.00	1.164472
101400.00	1.183167
101520.00	1.181009
101640.00	1.177116
101760.00	1.183276
101880.00	1.173913
102000.00	1.177674
102120.00	1.172939
102240.00	1.155367
102360.00	1.170245
102480.00	1.183624
102600.00	1.188601
102720.00	1.179962
102840.00	1.184402
102960.00	1.161916
103080.00	1.178267
103200.00	1.169859
103320.00	1.152113
103440.00	1.166967
103560.00	1.18379
103680.00	1.171037
103800.00	1.181847
103920.00	1.181257
104040.00	1.16442
104160.00	1.180359
104280.00	1.168322
104400.00	1.168142
104520.00	1.168373
104640.00	1.188038
104760.00	1.173342
104880.00	1.183385
105000.00	1.173388
105120.00	1.176256
105240.00	1.17581
105360.00	1.182087
105480.00	1.170357
105600.00	1.184734
105720.00	1.186451
105840.00	1.177889
105960.00	1.182103
106080.00	1.173037
106200.00	1.170493
106320.00	1.169432
106440.00	1.181701
106560.00	1.176452
106680.00	1.187638
106800.00	1.183447
106920.00	1.175197
107040.00	1.175695
107160.00	1.171883
107280.00	1.173535
107400.00	1.165299
107520.00	1.163405
107640.00	1.1715
107760.00	1.18647
107880.00	1.173238
108000.00	1.177889
108120.00	1.180158
108240.00	1.155348
108360.00	1.174683
108480.00	1.185858
108600.00	1.187401
108720.00	1.171375
108840.00	1.180743
108960.00	1.17372
109080.00	1.179793
109200.00	1.171464
109320.00	1.156559
109440.00	1.176963
109560.00	1.189355
109680.00	1.185573
109800.00	1.182204
109920.00	1.186805
110040.00	1.176996
110160.00	1.181031
110280.00	1.166131
110400.00	1.165633
110563.00	1.198785
110683.00	1.202064
110803.00	1.198875
110923.00	1.219846
111043.00	1.202546
111163.00	1.229075
111283.00	1.227154
111403.00	1.239591
111523.00	1.236288
111643.00	1.238884
111763.00	1.238756
111883.00	1.224751
112003.00	1.264091
112123.00	1.269179
112243.00	1.298612
112363.00	1.304875
112483.00	1.313022
112603.00	1.303177
112723.00	1.309139
112843.00	1.31636
112963.00	1.314502
113083.00	1.31577
113203.00	1.314273
113323.00	1.338144
113443.00	1.308557
113563.00	1.330651
113683.00	1.329805
113803.00	1.316864
113923.00	1.335832
114043.00	1.329301
114163.00	1.337333
114283.00	1.315389
114403.00	1.337752
114523.00	1.333105
114643.00	1.335889
114763.00	1.341377
114883.00	1.337094
115003.00	1.342468
115123.00	1.336133
115243.00	1.349273
115363.00	1.341676
115483.00	1.344506
115603.00	1.350484
115723.00	1.357618
115843.00	1.336223
115963.00	1.338563
116083.00	1.347638
116203.00	1.353504
116323.00	1.347015
116443.00	1.347338
116563.00	1.354086
116683.00	1.344841
116803.00	1.346688
116923.00	1.348587
117043.00	1.33498
117163.00	1.351014
117283.00	1.338392
117403.00	1.356024
117523.00	1.350473
117643.00	1.357841
117763.00	1.340936
117883.00	1.341722
118003.00	1.35127
118123.00	1.353061
118243.00	1.32879
118363.00	1.335889
118483.00	1.353071
118603.00	1.344163
118723.00	1.353907
118843.00	1.350971
118963.00	1.359651
119083.00	1.356209
119203.00	1.349295
119323.00	1.353379
119443.00	1.328226
119563.00	1.35453
119683.00	1.356141
119803.00	1.361498
119923.00	1.357618
120043.00	1.354693
120163.00	1.358113
120283.00	1.347004
120403.00	1.363806
120523.00	1.355507
120643.00	1.371223
120763.00	1.361947
120883.00	1.366143
121003.00	1.358171
121123.00	1.351812
121243.00	1.365264
121363.00	1.359362
121483.00	1.363163
121603.00	1.363512
121723.00	1.370491
121843.00	1.352685
121963.00	1.35663
122083.00	1.365827
122203.00	1.364883
122323.00	1.359887
122443.00	1.350571
122563.00	1.367128
122683.00	1.353727
122803.00	1.370344
122923.00	1.356508
123043.00	1.366497
123163.00	1.366687
123283.00	1.364957
123403.00	1.366439
123523.00	1.344209
123643.00	1.365601
123763.00	1.351096
123883.00	1.370717
124003.00	1.366143
124123.00	1.374001
124243.00	1.357547
124363.00	1.364627
124483.00	1.364679
124603.00	1.363305
124723.00	1.354818
124843.00	1.355022
124963.00	1.369743
125083.00	1.353137
125203.00	1.352606
125323.00	1.364056
125443.00	1.337472
125563.00	1.364121
125683.00	1.355482
125803.00	1.366045
125923.00	1.355286
126043.00	1.36374
126163.00	1.361749
126283.00	1.353839
126403.00	1.359705
126523.00	1.355115
126643.00	1.363732
126763.00	1.361667
126883.00	1.370537
127003.00	1.357874
127123.00	1.362026
127243.00	1.366848
127363.00	1.370978
127483.00	1.337913
127603.00	1.358516
127723.00	1.375163
127843.00	1.355795
127963.00	1.367805
128083.00	1.36595
128203.00	1.382297
128323.00	1.369438
128443.00	1.36534
128563.00	1.37661
128683.00	1.341208
128803.00	1.369803
128923.00	1.371811
129043.00	1.366801
129163.00	1.377446
129283.00	1.361332
129403.00	1.372083
129523.00	1.362314
129643.00	1.374991
129763.00	1.363909
129883.00	1.370428
130003.00	1.38095
130123.00	1.379065
130243.00	1.377979
130363.00	1.361117
130483.00	1.379111
130603.00	1.375266
130723.00	1.381968
130843.00	1.381568
130963.00	1.392656
131083.00	1.377908
131203.00	1.379282
131323.00	1.388817
131443.00	1.384945
131563.00	1.380224
131683.00	1.384515
131803.00	1.388819
131923.00	1.384101
132043.00	1.371231
132163.00	1.386463
132283.00	1.359994
132403.00	1.384659
132523.00	1.379856
132643.00	1.3973
132763.00	1.388569
132883.00	1.389508
133003.00	1.391448
133123.00	1.376561
133243.00	1.385611
133363.00	1.371027
133483.00	1.390052
133603.00	1.390607
133723.00	1.39837
133843.00	1.383451
133963.00	1.38837
134083.00	1.396125
134203.00	1.398645
134323.00	1.392727
134443.00	1.381829
134563.00	1.395393
134683.00	1.361898
134803.00	1.397831
134923.00	1.390648
135043.00	1.387758
135163.00	1.393592
135283.00	1.394359
135403.00	1.396027
135523.00	1.372145
135643.00	1.396928
135763.00	1.384479
135883.00	1.410867
136003.00	1.400634
136123.00	1.398759
136243.00	1.396207
136363.00	1.394781
136483.00	1.405572
136603.00	1.398498
136723.00	1.398642
136843.00	1.402459
136963.00	1.408563
137083.00	1.386474
137203.00	1.392615
137323.00	1.409341
137443.00	1.399034
137563.00	1.401757
137683.00	1.400563
137803.00	1.415498
137923.00	1.407096
138043.00	1.405354
138163.00	1.412045
138283.00	1.383396
138403.00	1.406361
138523.00	1.405784
138643.00	1.423079
138763.00	1.409371
138883.00	1.413727
139003.00	1.402772
139123.00	1.403855
139243.00	1.416527
139363.00	1.397251
139483.00	1.406198
139603.00	1.406171
139723.00	1.419661
139843.00	1.404552
139963.00	1.398383
140083.00	1.413275
140203.00	1.414279
140323.00	1.413428
140443.00	1.420431
140563.00	1.426314
140683.00	1.409343
140803.00	1.415797
140923.00	1.418943
141043.00	1.41746
141163.00	1.407866
141283.00	1.406767
141403.00	1.418758
141523.00	1.41016
141643.00	1.419041
141763.00	1.41303
141883.00	1.400476
142003.00	1.415457
142123.00	1.410473
142243.00	1.421789
142363.00	1.413153
142483.00	1.424407
142603.00	1.406005
142723.00	1.41848
142843.00	1.419835
142963.00	1.423258
143083.00	1.418483
143203.00	1.411811
143323.00	1.420916
143443.00	1.412429
143563.00	1.418872
143683.00	1.422842
143803.00	1.426556
143923.00	1.398933
144043.00	1.406826
144163.00	1.422205
144283.00	1.39813
144403.00	1.42374
144523.00	1.420777
144643.00	1.405735
144763.00	1.427163
144883.00	1.420581
145003.00	1.422154
145123.00	1.398685
145243.00	1.42318
145363.00	1.419555
145483.00	1.431233
145603.00	1.428034
145723.00	1.416184
145843.00	1.417637
145963.00	1.41379
146083.00	1.427889
146203.00	1.413947
146323.00	1.414842
146443.00	1.419098
146563.00	1.418995
146683.00	1.393105
146803.00	1.39456
146923.00	1.417928
147043.00	1.411518
147163.00	1.412127
147283.00	1.407387
147403.00	1.417011
147523.00	1.410772
147643.00	1.413926
147763.00	1.413387
147883.00	1.386093
148003.00	1.407722
148123.00	1.413264
148243.00	1.41657
148363.00	1.405975
148483.00	1.412989
148603.00	1.400881
148723.00	1.402658
148843.00	1.412788
148963.00	1.405169
149083.00	1.412693
149203.00	1.407885
149323.00	1.419185
149443.00	1.400696
149563.00	1.404443
149683.00	1.416042
149803.00	1.404084
149923.00	1.41133
150043.00	1.411898
150163.00	1.420975
150283.00	1.402819
150403.00	1.412579
150523.00	1.415615
150643.00	1.413934
150763.00	1.407792
150883.00	1.40478
151003.00	1.418132
151123.00	1.403352
151243.00	1.415743
151363.00	1.407047
151483.00	1.396427
151603.00	1.414916
151723.00	1.405899
151843.00	1.423669
151963.00	1.398977
152083.00	1.419106
152203.00	1.413947
152323.00	1.404672
152443.00	1.410927
152563.00	1.405442
152683.00	1.417444
152803.00	1.411634
152923.00	1.423365
153043.00	1.402917
153163.00	1.410592
153283.00	1.414189
153403.00	1.415125
153523.00	1.407101
153643.00	1.415721
153763.00	1.41167
153883.00	1.405583
154003.00	1.394229
154123.00	1.412587
154243.00	1.404576
154363.00	1.408805
154483.00	1.410919
154603.00	1.423247
154723.00	1.407899
154843.00	1.406636
154963.00	1.414478
155083.00	1.399537
155203.00	1.41429
155323.00	1.416769
155443.00	1.419139
155563.00	1.41244
155683.00	1.408565
155803.00	1.424817
155923.00	1.390672
156043.00	1.419993
156163.00	1.413934
156283.00	1.406544
156403.00	1.418442
156523.00	1.40505
156643.00	1.411898
156763.00	1.39609
156883.00	1.422287
157003.00	1.4114
157123.00	1.405267
157243.00	1.41472
157363.00	1.402217
157483.00	1.416483
157603.00	1.412924
157723.00	1.429122
157843.00	1.414532
157963.00	1.412976
158083.00	1.420456
158203.00	1.422243
158323.00	1.397156
158443.00	1.410475
158563.00	1.426747
158683.00	1.390392
158803.00	1.423185
158923.00	1.417716
159043.00	1.428385
159163.00	1.422717
159283.00	1.423977
159403.00	1.419824
159523.00	1.39966
159643.00	1.415376
159763.00	1.41583
159883.00	1.431851
160003.00	1.425547
160123.00	1.418233
160243.00	1.411224
160363.00	1.416067
160483.00	1.422113
160603.00	1.403526
160723.00	1.417974
160843.00	1.422954
160963.00	1.427884
161083.00	1.409599
161203.00	1.403015
161323.00	1.424815
161443.00	1.42781
161563.00	1.424295
161683.00	1.42159
161803.00	1.430044
161923.00	1.416176
162043.00	1.42596
162163.00	1.426099
162283.00	1.394182
162403.00	1.421019
162523.00	1.4182
162643.00	1.428121
162763.00	1.421781
162883.00	1.413
163003.00	1.423767
163123.00	1.400625
163243.00	1.425236
163363.00	1.4158
163483.00	1.433247
163603.00	1.424026
163723.00	1.429049
163843.00	1.418434
163963.00	1.399676
164083.00	1.426012
164203.00	1.417887
164323.00	1.418486
164443.00	1.425944
164563.00	1.41549
164683.00	1.426379
164803.00	1.426352
164923.00	1.430507
165043.00	1.416774
165163.00	1.418442
165283.00	1.429348
165403.00	1.415338
165523.00	1.42808
165643.00	1.430896
165763.00	1.435141
165883.00	1.419019
166003.00	1.40715
166123.00	1.433527
166243.00	1.424646
166363.00	1.423411
166483.00	1.425699
166603.00	1.438874
166723.00	1.423041
166843.00	1.424366
166963.00	1.436175
167083.00	1.408051
167203.00	1.422717
167323.00	1.432472
167443.00	1.435146
167563.00	1.429321
167683.00	1.422755
167803.00	1.434499
167923.00	1.40136
168043.00	1.433261
168163.00	1.423955
168283.00	1.426708
168403.00	1.431383
168523.00	1.426763
168643.00	1.430594
168763.00	1.414486
168883.00	1.436202
169003.00	1.425977
169123.00	1.425171
169243.00	1.430126
169363.00	1.426739
169483.00	1.434142
169603.00	1.428417
169723.00	1.438901
169843.00	1.426153
169963.00	1.432295
170083.00	1.437696
170203.00	1.433805
170323.00	1.40668
170443.00	1.424325
170563.00	1.440077
170683.00	1.419427
170803.00	1.434044
170923.00	1.430684
171043.00	1.442746
171163.00	1.427109
171283.00	1.428303
171403.00	1.444008
171523.00	1.4134
171643.00	1.435595
171763.00	1.438264
171883.00	1.408897
172003.00	1.434096
172123.00	1.423441
172243.00	1.430871
172363.00	1.429157
172483.00	1.427321
172603.00	1.430276
172723.00	1.404386
172843.00	1.43547
172963.00	1.427073
173083.00	1.440109
173203.00	1.431372
173323.00	1.437356
173443.00	1.433993
173563.00	1.410644
173683.00	1.435307
173803.00	1.413436
173923.00	1.437075
174043.00	1.435731
174163.00	1.444534
174283.00	1.420412
174403.00	1.425762
174523.00	1.438934
174643.00	1.424118
174763.00	1.425552
174883.00	1.434947
175003.00	1.437415
175123.00	1.407537
175243.00	1.424719
175363.00	1.438577
175483.00	1.422355
175603.00	1.433375
175723.00	1.427911
175843.00	1.441949
175963.00	1.428548
176083.00	1.430363
176203.00	1.439225
176323.00	1.420654
176443.00	1.432978
176563.00	1.434265
176683.00	1.417046
176803.00	1.426828
176923.00	1.424782
177043.00	1.435979
177163.00	1.429057
177283.00	1.423533
177403.00	1.435513
177523.00	1.407061
177643.00	1.431544
177763.00	1.422404
177883.00	1.433533
178003.00	1.434629
178123.00	1.434534
178243.00	1.432354
178363.00	1.409931
178483.00	1.428777
178603.00	1.416227
178723.00	1.432423
178843.00	1.433903
178963.00	1.432507
179083.00	1.425873
179203.00	1.420935
179323.00	1.438028
179443.00	1.418804
179563.00	1.423481
179683.00	1.433609
179803.00	1.428107
179923.00	1.40591
180043.00	1.424186
180163.00	1.435067
180283.00	1.420295
180403.00	1.42968
180523.00	1.431617
180643.00	1.442583
180763.00	1.428058
180883.00	1.431038
181003.00	1.437698
181123.00	1.415144
181243.00	1.429892
181363.00	1.432156
181483.00	1.435239
181603.00	1.427753
181723.00	1.417223
181843.00	1.429898
181963.00	1.41829
182083.00	1.432657
182203.00	1.418902
182323.00	1.426404
182443.00	1.431353
182563.00	1.427217
182683.00	1.431076
182803.00	1.415177
182923.00	1.430178
183043.00	1.423715
183163.00	1.421865
183283.00	1.426036
183403.00	1.413321
183523.00	1.436708
183643.00	1.426586
183763.00	1.435971
183883.00	1.424652
184003.00	1.424284
184123.00	1.435165
184243.00	1.420127
184363.00	1.419577
184483.00	1.429971
184603.00	1.427443
184723.00	1.43252
184843.00	1.415
184963.00	1.439897
185083.00	1.412111
185203.00	1.425084
185323.00	1.432853
185443.00	1.43433
185563.00	1.430091
185683.00	1.42845
185803.00	1.438303
185923.00	1.410598
186043.00	1.430891
186163.00	1.429541
186283.00	1.435701
186403.00	1.429043
186523.00	1.433492
186643.00	1.436305
186763.00	1.415057
186883.00	1.425204
187003.00	1.435965
187123.00	1.395877
187243.00	1.433165
187363.00	1.425865
187483.00	1.441097
187603.00	1.431704
187723.00	1.42626
187843.00	1.432632
187963.00	1.420831
188083.00	1.431323
188203.00	1.431576
188323.00	1.418532
188443.00	1.426396
188563.00	1.416486
188683.00	1.432733
188803.00	1.427359
188923.00	1.436047
189043.00	1.417261
189163.00	1.425041
189283.00	1.434779
189403.00	1.429302
189523.00	1.435987
189643.00	1.428376
189763.00	1.444792
189883.00	1.429029
190003.00	1.428608
190123.00	1.435666
190243.00	1.437105
190363.00	1.435835
190483.00	1.434934
190603.00	1.443276
190723.00	1.424445
190843.00	1.434518
190963.00	1.44006
191083.00	1.443826
191203.00	1.434292
191323.00	1.433021
191443.00	1.442223
191563.00	1.414241
191683.00	1.440422
191803.00	1.443657
191923.00	1.409139
192043.00	1.437424
192163.00	1.433916
192283.00	1.448767
192403.00	1.442444
192523.00	1.435505
192643.00	1.447766
192763.00	1.434822
192883.00	1.440319
193003.00	1.443976
193123.00	1.42392
193243.00	1.437769
193373.00	1.442313
193493.00	1.443306
193613.00	1.429617
193733.00	1.423615
193853.00	1.433432
193973.00	1.42565
194093.00	1.419536
194213.00	1.44129
194333.00	1.441717
194453.00	1.433807
194573.00	1.434085
194693.00	1.439165
194813.00	1.437647
194933.00	1.445788
195053.00	1.436746
195173.00	1.41534
195293.00	1.440681
195413.00	1.446161
195533.00	1.443913
195653.00	1.439141
195773.00	1.43402
195893.00	1.447954
196013.00	1.4468
196133.00	1.444865
196253.00	1.439837
196373.00	1.447456
196493.00	1.443317
196613.00	1.448411
196733.00	1.433125
196853.00	1.435369
196973.00	1.438988
197093.00	1.436265
197213.00	1.442615
197333.00	1.441176
197453.00	1.442487
197573.00	1.446424
197693.00	1.447284
197813.00	1.438087
197933.00	1.44782
198053.00	1.452008
198173.00	1.450234
198293.00	1.43245
198413.00	1.436213
198533.00	1.445382
198653.00	1.453439
198773.00	1.426717
198893.00	1.433217
199013.00	1.436934
199133.00	1.43378
199253.00	1.418303
199373.00	1.439331
199493.00	1.437473
199613.00	1.437347
199733.00	1.445693
199853.00	1.439429
199973.00	1.452122
200093.00	1.439842
200213.00	1.435176
200333.00	1.441551
200453.00	1.446424
200573.00	1.44665
200693.00	1.444389
200813.00	1.42901
200933.00	1.43867
201053.00	1.444112
201173.00	1.447058
201293.00	1.452269
201413.00	1.446942
201533.00	1.450914
201653.00	1.449439
201773.00	1.446852
201893.00	1.453227
202013.00	1.452019
202133.00	1.454176
202253.00	1.449404
202373.00	1.432648
202493.00	1.436384
202613.00	1.444487
202733.00	1.442389
202853.00	1.447856
202973.00	1.438294
203093.00	1.445796
203213.00	1.440795
203333.00	1.441048
203453.00	1.436648
203573.00	1.45563
203693.00	1.455053
203813.00	1.440778
203933.00	1.438539
204053.00	1.448819
204173.00	1.448054
204293.00	1.454043
204413.00	1.444294
204533.00	1.439807
204653.00	1.456402
204773.00	1.45329
204893.00	1.452906
205013.00	1.456108
205133.00	1.452207
205253.00	1.458329
205373.00	1.458263
205493.00	1.440664
205613.00	1.44631
205733.00	1.447804
205853.00	1.441521
205973.00	1.428793
206093.00	1.44677
206213.00	1.45585
206333.00	1.446721
206453.00	1.442509
206573.00	1.457537
206693.00	1.452519
206813.00	1.453377
206933.00	1.444414
207053.00	1.438498
207173.00	1.449886
207293.00	1.451902
207413.00	1.454375
207533.00	1.454424
207653.00	1.447108
207773.00	1.455828
207893.00	1.455937
208013.00	1.457444
208133.00	1.45228
208253.00	1.454139
208373.00	1.456824
208493.00	1.462892
208613.00	1.446465
208733.00	1.452713
208853.00	1.45776
208973.00	1.455542
209093.00	1.429514
209213.00	1.448462
209333.00	1.452416
209453.00	1.450928
209573.00	1.440534
209693.00	1.458331
209813.00	1.452506
209933.00	1.456138
210053.00	1.448607
210173.00	1.434439
210293.00	1.453336
210413.00	1.464628
210533.00	1.459915
210653.00	1.4621
210773.00	1.452351
210893.00	1.460089
211013.00	1.458674
211133.00	1.442993
211253.00	1.447736
211373.00	1.458111
211493.00	1.451328
211613.00	1.454106
211733.00	1.442155
211853.00	1.444275
211973.00	1.452389
212093.00	1.458761
212213.00	1.435163
212333.00	1.465096
212453.00	1.463648
212573.00	1.450158
212693.00	1.455785
212813.00	1.459033
212933.00	1.458054
213053.00	1.466976
213173.00	1.465142
213293.00	1.458693
213413.00	1.466296
213533.00	1.471708
213653.00	1.469346
213773.00	1.451279
213893.00	1.462522
214013.00	1.455412
214133.00	1.457314
214253.00	1.437138
214373.00	1.448522
214493.00	1.459613
214613.00	1.46112
214733.00	1.458508
214853.00	1.463101
214973.00	1.465667
215093.00	1.467569
215213.00	1.464609
215333.00	1.469631
215453.00	1.468606
215573.00	1.471599
215693.00	1.465931
215813.00	1.468132
215933.00	1.464173
216053.00	1.468788
216173.00	1.476358
216293.00	1.477
216413.00	1.466813
216533.00	1.471909
216653.00	1.472747
216773.00	1.47503
216893.00	1.449012
217013.00	1.45838
217133.00	1.451828
217253.00	1.471158
217373.00	1.44501
217493.00	1.447556
217613.00	1.463771
217733.00	1.451254
217853.00	1.442681
217973.00	1.459134
218093.00	1.469308
218213.00	1.465934
218333.00	1.455809
218453.00	1.468788
218573.00	1.46912
218693.00	1.470415
218813.00	1.462652
218933.00	1.454805
219053.00	1.472393
219173.00	1.478488
219293.00	1.473939
219413.00	1.468437
219533.00	1.470845
219653.00	1.46875
219773.00	1.478847
219893.00	1.475517
220013.00	1.467112
220133.00	1.475607
220253.00	1.478096
220373.00	1.477767
220493.00	1.469822
220613.00	1.480583
220733.00	1.475207
220853.00	1.476069
220973.00	1.467074
221093.00	1.472099
221213.00	1.474608
221333.00	1.480145
