HEADER
'time'	'pressure drop'
UNITS
'second'	'bar'
54544	0.278057
54664	0.278821
54784	0.282277
54904	0.278304
55024	0.275836
55144	0.282443
55264	0.275349
55384	0.275224
55504	0.277953
55624	0.27708
55744	0.275126
55864	0.275151
55984	0.275953
56104	0.27601
56224	0.274941
56344	0.276527
56464	0.272909
56584	0.27545
56704	0.277654
56824	0.277904
56944	0.2772
57064	0.279499
57184	0.277787
57304	0.278321
57424	0.279055
57544	0.27838
57664	0.274764
57784	0.278949
57904	0.275445
58024	0.279779
58144	0.280114
58264	0.277578
58384	0.280511
58504	0.28075
58624	0.273164
58744	0.276141
58864	0.276419
58984	0.274163
59104	0.276979
59224	0.271197
59344	0.275167
59464	0.273175
59584	0.276702
59704	0.275978
59824	0.276639
59944	0.273292
60064	0.276332
60184	0.278955
60304	0.275717
60424	0.27844
60544	0.27453
60664	0.271975
60784	0.276293
60904	0.274879
61024	0.276854
61144	0.280361
61264	0.276027
61384	0.278867
61504	0.275823
61624	0.277317
61744	0.278342
61864	0.279972
61984	0.275137
62104	0.280525
62224	0.277668
62344	0.278155
62464	0.279711
62584	0.275747
62704	0.278489
62824	0.277306
62944	0.277793
63064	0.277366
63184	0.280073
63304	0.277061
63424	0.279866
63544	0.280029
63664	0.279395
63784	0.279436
63904	0.27785
64024	0.277689
64144	0.279877
64264	0.279096
64384	0.278084
64504	0.27985
64624	0.27927
64744	0.280348
64864	0.277044
64984	0.279578
65104	0.276808
65224	0.276465
65344	0.276552
65464	0.274661
65584	0.276348
65704	0.273431
65824	0.279311
65944	0.278114
66064	0.280837
66184	0.277355
66304	0.273717
66424	0.276103
66544	0.281376
66664	0.275303
66784	0.28016
66904	0.277869
67024	0.275461
67144	0.278549
67264	0.27791
67384	0.2744
67504	0.278609
67624	0.27724
67744	0.277349
67864	0.279787
67984	0.270895
68104	0.276617
68224	0.278767
68344	0.272011
68464	0.28013
68584	0.278274
68704	0.273695
68824	0.274941
68944	0.278653
69064	0.279458
69184	0.27718
69304	0.278419
69424	0.278519
69544	0.280682
69664	0.264493
69784	0.27711
69904	0.278579
70024	0.263549
70144	0.280916
70264	0.279738
70384	0.261257
70504	0.280108
70624	0.28053
70744	0.26255
70864	0.278185
70984	0.275719
71105	0.259649
71224	0.277153
71344	0.27908
71464	0.25781
71584	0.279561
71704	0.274272
71824	0.260417
71944	0.273717
72064	0.274579
72184	0.258969
72304	0.274642
72424	0.278761
72544	0.257432
72664	0.280769
72784	0.277934
72904	0.257821
73024	0.27982
73144	0.27801
73264	0.258292
73384	0.277801
73504	0.277458
73624	0.259584
73744	0.276884
73864	0.27868
73984	0.277385
74104	0.277929
74224	0.279278
74344	0.260354
74464	0.2765
74584	0.278721
74704	0.27791
74824	0.275798
74944	0.277806
75064	0.274558
75184	0.277997
75304	0.277855
75424	0.276566
75544	0.280413
75664	0.282647
75784	0.276911
75904	0.277768
76024	0.277888
76144	0.277627
76264	0.279382
76384	0.282859
76504	0.27804
76624	0.281428
76744	0.280304
76864	0.277194
76984	0.277559
77104	0.280021
77224	0.281267
77344	0.278525
77464	0.279238
77584	0.278405
77704	0.279137
77824	0.282633
77944	0.27647
78064	0.275072
78184	0.279814
78304	0.27804
78424	0.273181
78544	0.28189
78664	0.277031
78784	0.276345
78904	0.282228
79024	0.275453
79144	0.275483
79264	0.281768
79384	0.275142
79504	0.276772
79624	0.277708
79744	0.272824
79864	0.275689
79984	0.27844
80104	0.27551
80224	0.277733
80344	0.282943
80464	0.281662
80584	0.279194
80704	0.282625
80824	0.281659
80944	0.276288
81064	0.280138
81184	0.277249
81304	0.278119
81424	0.280255
81544	0.277882
81664	0.278506
81784	0.280356
81904	0.282105
82024	0.276274
82144	0.277164
82264	0.280538
82384	0.281496
82504	0.275396
82624	0.281531
82744	0.279907
82864	0.281036
82984	0.279847
83104	0.280369
83224	0.280797
83344	0.280805
83464	0.282533
83584	0.279999
83704	0.282758
83824	0.280568
83944	0.282968
84064	0.280076
84184	0.279686
84304	0.280761
84424	0.278829
84544	0.277572
84664	0.278119
84784	0.274691
84904	0.277929
85024	0.278527
85144	0.27376
85264	0.277085
85384	0.278206
85504	0.272601
85624	0.280612
85744	0.280753
85864	0.273679
85984	0.280944
86104	0.280644
86224	0.277597
86344	0.276503
86464	0.280106
86584	0.274236
86704	0.277635
86824	0.28093
86944	0.278165
87064	0.28028
87184	0.279888
87304	0.274332
87424	0.281888
87544	0.283403
87664	0.274413
87784	0.276857
87904	0.285213
88024	0.276315
88144	0.277877
88264	0.281877
88384	0.28376
88504	0.277937
88624	0.283235
88744	0.273771
88864	0.277896
88984	0.282231
89104	0.271151
89224	0.279384
89344	0.280484
89464	0.284728
89584	0.272773
89704	0.281583
89824	0.286451
89944	0.271706
90064	0.27936
90184	0.284255
90304	0.272607
90424	0.279907
90544	0.28607
90664	0.274261
90784	0.27634
90904	0.280209
91024	0.275738
91144	0.276424
91264	0.282723
91384	0.27188
91504	0.275151
91624	0.27961
91744	0.261306
91864	0.27776
91984	0.281983
92104	0.268122
92224	0.273989
92344	0.279398
92464	0.273009
92584	0.277376
92704	0.282704
92824	0.277028
92944	0.276756
93064	0.279983
93184	0.277439
93304	0.278481
93424	0.264555
93544	0.282715
93664	0.282677
93784	0.268463
93904	0.284543
94024	0.282337
94144	0.270509
94264	0.280242
94384	0.28309
94504	0.266071
94624	0.281602
94744	0.275804
94864	0.263551
94984	0.284652
95104	0.276465
95224	0.265965
95344	0.281365
95464	0.276606
95584	0.26578
95704	0.281501
95824	0.274226
95944	0.268014
96064	0.286723
96184	0.274862
96304	0.264811
96424	0.284437
96544	0.274957
96664	0.268607
96784	0.279314
96904	0.273687
97024	0.264879
97144	0.277624
97264	0.273836
97384	0.266936
97504	0.278843
97624	0.273632
97744	0.263965
97864	0.276655
97984	0.270511
98104	0.265157
98224	0.277512
98344	0.27505
98464	0.274394
98584	0.277793
98704	0.273907
98824	0.279044
98944	0.276946
99064	0.274596
99184	0.277463
99304	0.279423
99424	0.274743
99544	0.280454
99664	0.280644
99784	0.276144
99904	0.278108
100025	0.281733
100144	0.277072
100264	0.272596
100384	0.282571
100504	0.277589
100624	0.272993
100744	0.285123
100864	0.27838
100984	0.27524
101104	0.281066
101224	0.278092
101344	0.275406
101464	0.278438
101584	0.274947
101704	0.276555
101824	0.275183
101944	0.275638
102064	0.277485
102184	0.278424
102304	0.277477
102424	0.279616
102544	0.278408
102664	0.274704
102784	0.280269
102904	0.275885
103024	0.27714
103144	0.278984
103264	0.279526
103384	0.276506
103504	0.28071
103624	0.282266
103744	0.27838
103864	0.278661
103984	0.280718
104104	0.276585
104224	0.278478
104344	0.276598
104464	0.276492
104584	0.277034
104704	0.278394
104824	0.275167
104944	0.277232
105064	0.277844
105184	0.2768
105304	0.277534
105424	0.28031
105544	0.272413
105664	0.278636
105784	0.279414
105904	0.280538
106024	0.277961
106144	0.281229
106264	0.280269
106384	0.278038
106504	0.280451
106624	0.283749
106744	0.277983
106864	0.279831
106984	0.280242
107104	0.281164
107224	0.283945
107344	0.281485
107464	0.277687
107584	0.280413
107704	0.278459
107824	0.275102
107944	0.277129
108064	0.275698
108184	0.275978
108309	0.318531
108429	0.321072
108549	0.335893
108669	0.338995
108789	0.340081
108909	0.33312
109029	0.330585
109149	0.339082
109269	0.332356
109389	0.336794
109509	0.339662
109629	0.330617
109749	0.340402
109869	0.322925
109989	0.347574
110109	0.349936
110229	0.344124
110349	0.342214
110469	0.347261
110589	0.337901
110709	0.342355
110829	0.344211
110949	0.344962
111069	0.344916
111189	0.348907
111309	0.346314
111429	0.337305
111549	0.320161
111669	0.339839
111789	0.338266
111909	0.336609
112029	0.344276
112149	0.343702
112269	0.343479
112389	0.345264
112509	0.342864
112629	0.349996
112749	0.350575
112869	0.344108
112989	0.347267
113109	0.350556
113229	0.343414
113349	0.346614
113469	0.345256
113589	0.350654
113709	0.34826
113829	0.334337
113949	0.343425
114069	0.325603
114189	0.354322
114309	0.342723
114429	0.349713
114549	0.346676
114669	0.344007
114789	0.344714
114909	0.338342
115029	0.345182
115149	0.346491
115269	0.344818
115389	0.34808
115509	0.348614
115629	0.345362
115749	0.346127
115869	0.346804
115989	0.344236
116109	0.344538
116229	0.350513
116349	0.330729
116469	0.34694
116589	0.34906
116709	0.348676
116829	0.348045
116949	0.351125
117069	0.348018
117189	0.346034
117309	0.347884
117429	0.348565
117549	0.345495
117669	0.346725
117789	0.351781
117909	0.348075
118029	0.343449
118149	0.340633
118269	0.33804
118389	0.344475
118509	0.349868
118629	0.331531
118749	0.345563
118869	0.342902
118989	0.354453
119109	0.35322
119229	0.34866
119349	0.344747
119469	0.349386
119589	0.341615
119709	0.345523
119829	0.341466
119949	0.343096
120069	0.350418
120189	0.349044
120309	0.332293
120429	0.343289
120549	0.327592
120669	0.351101
120789	0.349024
120909	0.348472
121029	0.346948
121149	0.345792
121269	0.34623
121389	0.347797
121509	0.349925
121629	0.34678
121749	0.34543
121869	0.346657
121989	0.349261
122109	0.34383
122229	0.340402
122349	0.340266
122469	0.344429
122589	0.34207
122709	0.350328
122829	0.332489
122949	0.348105
123069	0.327823
123189	0.354883
123309	0.353906
123429	0.350733
123549	0.348105
123669	0.350154
123789	0.345389
123909	0.349479
124029	0.349498
124149	0.345988
124269	0.349384
124389	0.351835
124509	0.342497
124629	0.34543
124749	0.346401
124869	0.345694
124989	0.336677
125109	0.342981
125229	0.34685
125349	0.347653
125469	0.346752
125589	0.348516
125709	0.347599
125829	0.352524
125949	0.346815
126069	0.345038
126189	0.344146
126309	0.348698
126429	0.351193
126549	0.347008
126669	0.340824
126789	0.34574
126909	0.345631
127029	0.346167
127149	0.354698
127269	0.332699
127389	0.344342
127509	0.327975
127629	0.350431
127749	0.352711
127869	0.346494
127989	0.346181
128109	0.338181
128229	0.345465
128349	0.347226
128469	0.35026
128589	0.349901
128709	0.348951
128829	0.345721
128949	0.346826
129070	0.345637
129189	0.341379
129309	0.348959
129429	0.349686
129549	0.336962
129669	0.345814
129789	0.327341
129909	0.349229
130029	0.351819
130149	0.349326
130269	0.345909
130389	0.348657
130509	0.346497
130629	0.345664
130749	0.344747
130869	0.348322
130989	0.348978
131109	0.344151
131229	0.351122
131349	0.347552
131469	0.341599
131589	0.340992
131709	0.327178
131829	0.352534
131949	0.351928
132069	0.347376
132189	0.343857
132309	0.344486
132429	0.343109
132549	0.354178
132669	0.350369
132789	0.34697
132909	0.347623
133029	0.350039
133149	0.344829
133269	0.344051
133389	0.345618
133509	0.346467
133629	0.349335
133749	0.332887
133869	0.340872
133989	0.324947
134109	0.349661
134229	0.336892
134349	0.350847
134469	0.347136
134589	0.350665
134709	0.34851
134829	0.35331
134949	0.349901
135069	0.34842
135189	0.347732
135309	0.348861
135429	0.347006
135549	0.352251
135669	0.347936
135789	0.342859
135909	0.325529
136029	0.347152
136149	0.351065
136269	0.339996
136389	0.350831
136509	0.348222
136629	0.344668
136749	0.341531
136869	0.343049
136989	0.354039
137109	0.350371
137229	0.348935
137349	0.352613
137469	0.350009
137589	0.348295
137709	0.34854
137829	0.347283
137949	0.347123
138069	0.34989
138189	0.334767
138309	0.340307
138429	0.324082
138549	0.350271
138669	0.339169
138789	0.35177
138909	0.348001
139029	0.353285
139149	0.348929
139269	0.348638
139389	0.348978
139509	0.347008
139629	0.348295
139749	0.349898
139869	0.350442
139989	0.349833
140109	0.344146
140229	0.343632
140349	0.34571
140469	0.353615
140589	0.3523
140709	0.333735
140829	0.348888
140949	0.347669
141069	0.355484
141189	0.351566
141309	0.350453
141429	0.34528
141549	0.351604
141669	0.348826
141789	0.345357
141909	0.346559
142029	0.351258
142149	0.345495
142269	0.350328
142389	0.348731
142509	0.345074
142629	0.326484
142749	0.347585
142869	0.342394
142990	0.350194
143109	0.351819
143229	0.348614
143349	0.350984
143469	0.348883
143589	0.352129
143709	0.351509
143829	0.348282
143949	0.346178
144069	0.351618
144189	0.351245
144309	0.346785
144429	0.345912
144549	0.345982
144669	0.352102
144789	0.35097
144909	0.335763
145029	0.347784
145149	0.327363
145269	0.355859
145389	0.348156
145509	0.354915
145629	0.353446
145749	0.349258
145869	0.348883
145989	0.344102
146109	0.353996
146229	0.348638
146349	0.351133
146469	0.350714
146589	0.348132
146709	0.344116
146829	0.348597
146949	0.347735
147069	0.349892
147189	0.344959
147309	0.352393
147429	0.329295
147549	0.348954
147669	0.349005
147789	0.354502
147909	0.350287
148029	0.350211
148149	0.348818
148269	0.353666
148389	0.348494
148509	0.342579
148629	0.346508
148749	0.346031
148869	0.349049
148989	0.354031
149109	0.350954
149229	0.344026
149349	0.326487
149469	0.348233
149589	0.352744
149709	0.353514
149829	0.352309
149949	0.349204
150069	0.34718
150189	0.344464
150309	0.346671
150429	0.354148
150549	0.351541
150669	0.348056
150789	0.351005
150909	0.352129
151029	0.345925
151149	0.345588
151269	0.345909
151389	0.349501
151509	0.351422
151629	0.341893
151749	0.35029
151869	0.329828
151989	0.351362
152109	0.350823
152229	0.352262
152349	0.349544
152469	0.352589
152589	0.351832
152709	0.351272
152829	0.349046
152949	0.348627
153069	0.346894
153189	0.351041
153309	0.355065
153429	0.344478
153549	0.345713
153669	0.350638
153789	0.348551
153909	0.33742
154029	0.350758
154149	0.329589
154269	0.349465
154389	0.341637
154509	0.35297
154629	0.353631
154749	0.350301
154869	0.347591
154989	0.350608
155109	0.345615
155229	0.35094
155349	0.34962
155469	0.349386
155589	0.352951
155709	0.352975
155829	0.348807
155949	0.347416
156069	0.331997
156189	0.353144
156309	0.347958
156429	0.347253
156549	0.349697
156669	0.348603
156789	0.348205
156909	0.352086
157029	0.351261
157149	0.34675
157269	0.351073
157389	0.351813
157509	0.348328
157629	0.348619
157749	0.341583
157869	0.347922
157989	0.348516
158109	0.34383
158229	0.354436
158349	0.33074
158469	0.350755
158589	0.33093
158709	0.355966
158829	0.355849
158949	0.349653
159069	0.347046
159189	0.347084
159309	0.343934
159429	0.348461
159549	0.355321
159669	0.34968
159789	0.349672
159909	0.354888
160029	0.345471
160149	0.344018
160269	0.346937
160389	0.355277
160509	0.353168
160629	0.333012
160749	0.351256
160869	0.330337
160989	0.354747
161109	0.350692
161229	0.351141
161349	0.352583
161469	0.350867
161589	0.346791
161709	0.349242
161829	0.348654
161949	0.350404
162069	0.35362
162189	0.347623
162309	0.345245
162429	0.34444
162549	0.346913
162669	0.350777
162789	0.352061
162909	0.334584
163029	0.34521
163149	0.327534
163269	0.356129
163389	0.353166
163509	0.352739
163629	0.350328
163749	0.350562
163869	0.347762
163989	0.351041
164109	0.345593
164229	0.348622
164349	0.348684
164469	0.345969
164589	0.352428
164709	0.351585
164829	0.333926
164949	0.345212
165069	0.329102
165189	0.352521
165309	0.348083
165429	0.351185
165549	0.347982
165669	0.348399
165789	0.349367
165909	0.351267
166029	0.353332
166149	0.350276
166269	0.352597
166389	0.352216
166509	0.355329
166629	0.35066
166749	0.345553
166869	0.343528
166989	0.347123
167109	0.351582
167229	0.354722
167349	0.334729
167469	0.344366
167589	0.348146
167709	0.357582
167829	0.355927
167949	0.352039
168069	0.34737
168189	0.350567
168309	0.345857
168429	0.348981
168549	0.347827
168669	0.350205
168789	0.345699
168909	0.353737
169029	0.350448
169149	0.348162
169269	0.347776
169389	0.345906
169509	0.34174
169629	0.345367
169749	0.352651
169869	0.349623
169989	0.347531
170109	0.346959
170229	0.348105
170349	0.350222
170469	0.34866
170589	0.347438
170709	0.349601
170829	0.351198
170949	0.352676
171069	0.344298
171189	0.344184
171309	0.348241
171429	0.347038
171549	0.346086
171669	0.352491
171789	0.333178
171909	0.34645
172029	0.325559
172149	0.353734
172269	0.353348
172389	0.346203
172509	0.345762
172629	0.352733
172749	0.34528
172869	0.348069
172989	0.354341
173114	0.385189
173234	0.395716
173354	0.392426
173474	0.396712
173594	0.39817
173714	0.399735
173834	0.395697
173954	0.400687
174074	0.405101
174194	0.405019
174314	0.401871
174434	0.403498
174554	0.399841
174674	0.400195
174794	0.397898
174914	0.399182
175034	0.376767
175154	0.39475
175274	0.399607
175394	0.401588
175514	0.408287
175634	0.402442
175754	0.389246
175874	0.402328
175994	0.401033
176114	0.404573
176234	0.401476
176354	0.402521
176474	0.402975
176594	0.406706
176714	0.406437
176834	0.401941
176954	0.405272
177074	0.398135
177194	0.397866
177314	0.395683
177434	0.395357
177554	0.400135
177674	0.402494
177794	0.398829
177914	0.407008
178034	0.405419
178154	0.407024
178274	0.399185
178394	0.400619
178514	0.400608
178634	0.398597
178754	0.397561
178874	0.377902
178994	0.381553
179114	0.391496
179234	0.395969
179354	0.400581
179474	0.400954
179594	0.387774
179714	0.386291
179834	0.404828
179954	0.405321
180074	0.40297
180194	0.402774
180314	0.402418
180434	0.40223
180554	0.407626
180674	0.405424
180794	0.400241
180914	0.406706
181034	0.401433
181154	0.396034
181274	0.400429
181394	0.400154
181514	0.401688
181634	0.405193
181754	0.403201
181874	0.399683
181994	0.407204
182114	0.408257
182234	0.409002
182354	0.406113
182474	0.403199
182594	0.401465
182714	0.400796
182834	0.378552
182954	0.379856
183074	0.398464
183194	0.405013
183314	0.408172
183434	0.404812
183554	0.397893
183674	0.389784
183794	0.405713
183914	0.40192
184034	0.406349
184154	0.402635
184274	0.399482
184394	0.396442
184514	0.402347
184634	0.404037
184754	0.398652
184874	0.407577
184994	0.401422
185114	0.40479
185234	0.405136
185354	0.403607
185474	0.402548
185594	0.402728
185714	0.40331
185834	0.401112
185954	0.38794
186074	0.399506
186194	0.404529
186314	0.400954
186434	0.402788
186554	0.398981
186674	0.398802
186794	0.381894
186914	0.399174
187034	0.394625
187154	0.403082
187274	0.407639
187394	0.405177
187514	0.393112
187634	0.403634
187754	0.406205
187874	0.403457
187994	0.405332
188114	0.398753
188234	0.404662
188354	0.404358
188474	0.406885
188594	0.403528
188714	0.40746
188834	0.401509
188954	0.396728
189074	0.401177
189194	0.404007
189314	0.403601
189434	0.400053
189554	0.40325
189674	0.405024
189794	0.405536
189914	0.408194
190034	0.40389
190154	0.408134
190274	0.401207
190394	0.399449
190514	0.3982
190634	0.379594
190754	0.382492
190874	0.397765
190994	0.40328
191114	0.402371
191234	0.401667
191354	0.402244
191474	0.387915
191594	0.400034
191714	0.400524
191834	0.401144
191954	0.405375
192074	0.41079
192194	0.399128
192314	0.395063
192434	0.403724
192554	0.404439
192674	0.399637
192794	0.401302
192914	0.394581
193034	0.399308
193154	0.407647
193274	0.398636
193394	0.395096
193514	0.395708
193634	0.399626
193754	0.3994
193874	0.40251
193994	0.39927
194114	0.400714
194234	0.400396
194354	0.402608
194474	0.400826
194594	0.392513
194714	0.407013
194834	0.402483
194954	0.400445
195074	0.403422
195194	0.39964
195314	0.400254
195434	0.378033
195554	0.40051
195674	0.398064
195794	0.405057
195914	0.406564
196034	0.407343
196154	0.391112
196274	0.4079
196394	0.403305
196514	0.402905
196634	0.402124
196754	0.400328
196874	0.399539
196994	0.40238
197114	0.403762
197234	0.399895
197354	0.401038
197474	0.400012
197594	0.402132
197714	0.399697
197834	0.401237
197954	0.401865
198074	0.40097
198194	0.403468
198314	0.399055
198434	0.402714
198554	0.395656
198674	0.403196
198794	0.401117
198914	0.40399
199034	0.403367
199154	0.397708
199274	0.385651
199394	0.382079
199514	0.402513
199634	0.404627
199754	0.403765
199874	0.40466
199994	0.406779
200114	0.398589
200234	0.404755
200354	0.401737
200474	0.403819
200594	0.400978
200714	0.40122
200834	0.396587
200954	0.404186
201074	0.407038
201194	0.394195
201314	0.397661
201434	0.399893
201554	0.401335
201674	0.405805
201794	0.401721
201914	0.401433
202034	0.399049
202154	0.399952
202274	0.396921
202394	0.400562
202514	0.377009
202634	0.39755
202754	0.395768
202874	0.40577
202994	0.406845
203114	0.404042
203234	0.394576
203354	0.404426
203474	0.40469
203594	0.404265
203714	0.40248
203834	0.400603
203954	0.396644
204074	0.407528
204194	0.408088
204314	0.395561
204434	0.395482
204554	0.401199
204674	0.404333
204794	0.403814
204914	0.406464
205034	0.401852
205154	0.401174
205274	0.404586
205394	0.400826
205514	0.398472
205634	0.38006
205754	0.393071
205874	0.391575
205994	0.402273
206114	0.403109
206234	0.401996
206354	0.392127
206474	0.385578
206594	0.397291
206714	0.403495
206834	0.399738
206954	0.401762
207074	0.399498
207194	0.406505
207314	0.406349
207434	0.39512
207554	0.399065
207674	0.398902
207794	0.402399
207914	0.395223
208034	0.399403
208154	0.398916
208274	0.40439
208394	0.401582
208514	0.405041
208634	0.401044
208754	0.404624
208874	0.409688
208994	0.411331
209119	0.469386
209239	0.489948
209359	0.487475
209479	0.469304
209599	0.483488
209719	0.462545
209839	0.485099
209959	0.477837
210079	0.486465
210199	0.481206
210319	0.486465
210439	0.482278
210559	0.491093
210679	0.476436
210799	0.461933
210919	0.485567
211039	0.486073
211159	0.488223
211279	0.484199
211399	0.483031
211519	0.477573
211639	0.483801
211759	0.480868
211879	0.484316
211999	0.486601
212119	0.475026
212239	0.486691
212359	0.483657
212479	0.483135
212599	0.468591
212719	0.483415
212839	0.48181
212959	0.482501
213079	0.482354
213199	0.477812
213319	0.480264
213439	0.486198
213559	0.481654
213679	0.489845
213799	0.486732
213919	0.471935
214039	0.485769
214159	0.479967
214279	0.483831
214399	0.471489
214519	0.483752
214639	0.486579
214759	0.481548
214879	0.483483
214999	0.485194
215119	0.481244
215239	0.484756
215359	0.48058
215479	0.485496
215599	0.486764
215719	0.46045
215839	0.485635
215959	0.478131
216079	0.484452
216199	0.480376
216319	0.483856
216439	0.478819
216559	0.488919
216679	0.48301
216799	0.483532
216919	0.483042
217039	0.48415
217159	0.485902
217279	0.482185
217399	0.483701
217519	0.47945
217639	0.483584
217759	0.486544
217879	0.480245
217999	0.486514
218119	0.485094
218239	0.48785
218359	0.483105
218479	0.483581
218599	0.467897
218719	0.486337
218839	0.474403
218959	0.479105
219079	0.480201
219199	0.487124
219319	0.479061
219439	0.489608
219559	0.486362
219679	0.489153
219799	0.484754
219919	0.481891
220039	0.483423
220159	0.488114
220279	0.488392
220399	0.477581
220519	0.486846
220639	0.482166
220759	0.485096
220879	0.480917
220999	0.483812
221119	0.482895
221239	0.483548
221359	0.488778
221479	0.485883
221599	0.484457
221719	0.461337
221839	0.486149
221959	0.483162
222079	0.479513
222199	0.482721
222319	0.486612
222439	0.483224
222559	0.491746
222679	0.487265
222799	0.488381
222919	0.482882
223039	0.482465
223159	0.485828
223279	0.486471
223399	0.489074
223519	0.4787
223639	0.48893
223759	0.485551
223879	0.485921
223999	0.480631
224119	0.485012
224239	0.48326
224359	0.488158
224479	0.490174
224599	0.486345
224719	0.486405
224839	0.460668
224959	0.486792
225079	0.491088
225199	0.48003
225319	0.487986
225439	0.484013
225559	0.482705
225679	0.486688
225799	0.48197
225919	0.483216
226039	0.483475
226159	0.489945
226279	0.483785
226399	0.483088
226519	0.482759
226639	0.468931
226759	0.481208
226879	0.486054
226999	0.483722
227119	0.484724
227239	0.480893
227359	0.481167
227479	0.480871
227599	0.481654
227719	0.487401
227839	0.482239
227959	0.460714
228079	0.480874
228199	0.477837
228319	0.486008
228439	0.48098
228559	0.486713
228679	0.486193
228799	0.489377
228919	0.485641
229039	0.483113
229159	0.481554
229279	0.487589
229399	0.482865
229519	0.473464
229639	0.485314
229759	0.484291
229879	0.48354
229999	0.47867
230119	0.485992
230239	0.482822
230359	0.479309
230479	0.485491
230599	0.484841
230719	0.484212
230839	0.460404
230959	0.48677
231079	0.484231
231199	0.481391
231319	0.485145
231439	0.484971
231559	0.48225
231679	0.482852
231799	0.479578
231919	0.488974
232039	0.489932
232159	0.484337
232279	0.485622
232399	0.478754
232519	0.484786
232639	0.469538
232759	0.482675
232879	0.486745
232999	0.485167
233119	0.481407
233239	0.483265
233359	0.479592
233479	0.478234
233599	0.482884
233719	0.487273
233839	0.484566
233959	0.485393
234079	0.484179
234199	0.484136
234319	0.482052
234439	0.470493
234559	0.487488
234679	0.489812
234799	0.480495
234919	0.487951
235039	0.485388
235159	0.485246
235279	0.482441
235399	0.482218
235519	0.470711
235639	0.484033
235759	0.461432
235879	0.485184
235999	0.476417
236119	0.488351
236239	0.481638
236359	0.483986
236479	0.48403
236599	0.490674
236719	0.481355
236839	0.486533
236959	0.48348
237079	0.485235
237199	0.487926
237319	0.487387
237439	0.484354
237559	0.481989
237679	0.480884
237799	0.480501
237919	0.52057
238039	0.534063
238159	0.523005
238279	0.526866
238399	0.515269
238519	0.525084
238639	0.526079
238759	0.521119
238879	0.531464
238999	0.525173
239119	0.5255
239239	0.528009
239359	0.508113
239479	0.53228
239599	0.520444
239719	0.524986
239839	0.523111
239959	0.529802
240079	0.523709
240199	0.528117
240319	0.528324
240439	0.523426
240559	0.529238
240679	0.508695
240799	0.526077
240919	0.529943
241039	0.524275
241159	0.530041
241279	0.5307
241399	0.528575
241519	0.524909
241639	0.521767
241759	0.525492
241879	0.530398
241999	0.512703
242119	0.526512
242239	0.523266
242359	0.519435
242479	0.524316
242599	0.527413
242719	0.523875
242839	0.53403
242959	0.531742
243079	0.528874
243199	0.525592
243319	0.528044
243439	0.523462
243559	0.527641
243679	0.527426
243799	0.527315
243919	0.526909
244039	0.521949
244159	0.525195
244279	0.52747
244399	0.523587
244519	0.524175
244639	0.529641
244759	0.526621
244879	0.522482
244999	0.512616
245119	0.525805
245239	0.527859
245359	0.527353
245479	0.526735
245599	0.527728
245719	0.524262
245839	0.525241
245959	0.506211
246079	0.52442
246199	0.521187
246319	0.525315
246439	0.526352
246559	0.529995
246679	0.529342
246799	0.524733
246919	0.526964
247039	0.518341
247159	0.530251
