HEADER		
'SW'	'KRW'	'KRO'
UNITS   	            	
'none'	'none'      	'none'
0.053292343	0	0.97546389
0.118304403	0.001216196	0.726525508
0.130967273	0.007006884	0.720731198
0.166949168	0.013272302	0.609354219
0.221135482	0.03006213	0.497319585
0.313360908	0.060306997	0.345948318
0.419321653	0.099250881	0.199589603
0.556440931	0.162968262	0.065665427
0.815778551	0.323481801	0.000139431
0.876501481	0.624095492	0
