HEADER
'SW'		'KRW'			'KRO'
UNITS   	            	
'none'		'none'      	'none'
0.36568238	0	0.564969452
0.593417942	0.018313203	0.082199726
0.633842401	0.027191763	0.047326125
0.645433109	0.039104849	0.032239114
0.673152542	0.072128844	0.019821668
0.686770985	0.100072722	0.013750451
0.69689845	0.11781012	0.010791767
0.734185468	0.152890333	0.004668407
0.778894017	0.292358392	0
