HEADER	
'time'	'pressure drop'
UNITS	
'hour'	'bar'
0	0.145568703
0.622558333	0.150955603
1.245116667	0.150955603
1.867675	0.150955603
2.490233334	0.152751303
3.112791667	0.156342603
3.73535	0.154547003
4.357908334	0.154547003
4.980466667	0.154547003
5.603025	0.159933903
6.225583334	0.159933903
6.848141667	0.159933903
7.470700001	0.161729603
8.093258334	0.161729603
8.715816667	0.163525203
9.338375001	0.163525203
9.960933334	0.165320903
10.58349167	0.161729603
11.20605	0.161729603
11.82860833	0.163525203
12.45116667	0.165320903
13.073725	0.165320903
13.69628333	0.165320903
14.31884167	0.165320903
14.9414	0.168912203
15.56395833	0.168912203
16.18651667	0.165320903
16.809075	0.165320903
17.43163333	0.170707803
18.05419167	0.168912203
18.67675	0.170707803
19.29930834	0.168912203
19.92186667	0.168912203
20.544425	0.168912203
21.16698334	0.168912203
21.78954167	0.170707803
22.4121	0.172503503
23.03465834	0.170707803
23.65721667	0.170707803
24.279775	0.172503503
24.90233334	0.174299103
25.52489167	0.168912203
26.14745	0.170707803
26.77000834	0.170707803
27.39256667	0.172503503
28.015125	0.170707803
28.63768334	0.170707803
29.26024167	0.170707803
29.8828	0.174299103
30.50535834	0.170707803
31.12791667	0.172503503
31.750475	0.176094803
32.37303334	0.174299103
32.99559167	0.176094803
33.61815	0.176094803
34.24070834	0.174299103
34.86326667	0.172503503
35.485825	0.177890403
36.10838334	0.176094803
36.73094167	0.176094803
37.3535	0.179686103
37.97605834	0.172503503
38.59861667	0.176094803
39.221175	0.176094803
39.84373334	0.176094803
40.46629167	0.174299103
41.08885	0.176094803
41.71140834	0.176094803
42.33396667	0.176094803
42.956525	0.179686103
43.57908334	0.177890403
44.20164167	0.177890403
44.8242	0.176094803
45.44675834	0.177890403
46.06931667	0.179686103
46.691875	0.172503503
47.31443334	0.176094803
47.93699167	0.177890403
48.55955	0.179686103
49.18210834	0.177890403
49.80466667	0.177890403
50.427225	0.176094803
51.04978334	0.177890403
51.67234167	0.177890403
52.2949	0.177890403
52.91745834	0.181481703
53.54001667	0.176094803
54.162575	0.176094803
54.78513334	0.177890403
55.40769167	0.179686103
56.03025	0.177890403
56.65280834	0.176094803
57.27536667	0.174299103
57.89792501	0.179686103
58.52048334	0.181481703
59.14304167	0.176094803
59.76560001	0.179686103
60.38815834	0.179686103
61.01071667	0.181481703
61.63327501	0.177890403
62.25583334	0.177890403
62.87839167	0.176094803
63.50095001	0.179686103
64.12350834	0.181481703
64.74606667	0.172503503
65.36862501	0.181481703
65.99118334	0.179686103
66.61374167	0.181481703
67.23630001	0.179686103
67.85885834	0.179686103
68.48141667	0.177890403
69.10397501	0.179686103
69.72653334	0.179686103
70.34909167	0.181481703
70.97165001	0.177890403
71.59420834	0.179686103
72.21676667	0.181481703
72.83932501	0.181481703
73.46188334	0.179686103
74.08444167	0.179686103
74.70700001	0.181481703
75.32955834	0.179686103
75.95211667	0.183277403
76.57467501	0.181481703
77.19723334	0.177890403
77.81979167	0.181481703
78.44235001	0.177890403
79.06490834	0.174299103
79.68746667	0.179686103
80.31002501	0.179686103
80.93258334	0.183277403
81.55514167	0.181481703
82.17770001	0.183277403
82.80025834	0.179686103
83.42281667	0.181481703
84.04537501	0.179686103
84.66793334	0.179686103
85.29049167	0.179686103
85.91305001	0.181481703
86.53560834	0.179686103
87.15816667	0.179686103
87.78072501	0.177890403
88.40328334	0.181481703
89.02584167	0.181481703
89.64840001	0.183277403
90.27095834	0.183277403
90.89351667	0.181481703
91.51607501	0.181481703
92.13863334	0.181481703
92.76119167	0.181481703
93.38375001	0.185073003
94.00630834	0.181481703
94.62886667	0.179686103
95.25142501	0.181481703
95.87398334	0.181481703
96.49654168	0.181481703
97.11910001	0.179686103
97.74165834	0.179686103
98.36421668	0.183277403
98.98677501	0.185073003
99.60933334	0.181481703
100.2318917	0.179686103
100.85445	0.181481703
101.4770083	0.181481703
102.0995667	0.177890403
102.722125	0.183277403
103.3446833	0.179686103
103.9672417	0.183277403
104.5898	0.185073003
105.2123583	0.181481703
105.8349167	0.181481703
106.457475	0.181481703
107.0800333	0.181481703
107.7025917	0.179686103
108.32515	0.181481703
108.9477083	0.179686103
109.5702667	0.185073003
