# This autogenerated file contains thermodynamical properties of H2O.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 99.0, #temperature sampling points = 15
# min pressure = 6000000.0, max pressure = 20000000.0, #pressure sampling points = 15
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg]
 9.90000000000e+01, 1.00000000000e+07, 9.63638495552e+02, 2.87232967538e-04, 4.22423264427e+05
 9.90000000000e+01, 1.10000000000e+07, 9.64093370856e+02, 2.87500979889e-04, 4.23179560246e+05
 9.90000000000e+01, 1.20000000000e+07, 9.64546990081e+02, 2.87768739005e-04, 4.23936098165e+05
 9.90000000000e+01, 1.30000000000e+07, 9.64999362283e+02, 2.88036249388e-04, 4.24692873756e+05
 9.90000000000e+01, 1.40000000000e+07, 9.65450496407e+02, 2.88303515476e-04, 4.25449882659e+05
 9.90000000000e+01, 1.50000000000e+07, 9.65900401285e+02, 2.88570541647e-04, 4.26207120581e+05
 9.90000000000e+01, 1.60000000000e+07, 9.66349085645e+02, 2.88837332219e-04, 4.26964583296e+05
 9.90000000000e+01, 1.70000000000e+07, 9.66796558106e+02, 2.89103891449e-04, 4.27722266640e+05
 9.90000000000e+01, 1.80000000000e+07, 9.67242827184e+02, 2.89370223539e-04, 4.28480166513e+05
 9.90000000000e+01, 1.90000000000e+07, 9.67687901294e+02, 2.89636332632e-04, 4.29238278878e+05
 9.90000000000e+01, 2.00000000000e+07, 9.68131788748e+02, 2.89902222815e-04, 4.29996599758e+05
