HEADER	
'time'	'total volume'
UNITS	
'min'	'cm^3'
0.03	-0.058530902
0.08	-0.052580902
0.12	-0.056430902
0.17	-0.065355902
0.22	-0.066055902
0.28	-0.345005902
0.33	-0.063255902
0.37	-0.081280902
0.42	-0.061505902
0.45	-0.094930902
0.48	-0.062730902
0.53	-0.083030902
0.57	-0.054680902
0.6	-0.102805902
0.67	-0.095455902
0.7	-0.073580902
0.73	-0.081980902
0.78	-0.057130902
0.82	-0.064655902
0.87	-0.055380902
0.92	-0.058005902
0.97	-0.067280902
1	-0.042080902
1.05	-0.034380902
1.08	-0.056430902
1.13	-0.033330902
1.17	-0.054155902
1.23	-0.212355902
1.27	-0.072180902
1.32	-0.088980902
1.37	-0.071480902
1.4	-0.082855902
1.43	-0.089330902
1.47	-0.070780902
1.5	-0.073930902
1.55	-0.062555902
1.6	-0.070080902
1.65	-0.076205902
1.7	-0.070955902
1.77	-0.095805902
1.83	-0.063080902
1.9	-0.030355902
1.97	-0.041730902
2.05	-0.038930902
2.13	-0.031930902
2.22	-0.036830902
2.33	-0.035605902
2.43	-0.071480902
2.55	-0.086180902
2.67	-0.067980902
2.82	-0.042955902
2.95	-0.056780902
3.12	-0.032805902
3.28	-0.081280902
3.45	-0.081630902
3.65	-0.083730902
3.87	-0.063955902
4.1	-0.101405902
4.35	-0.076905902
4.62	-0.035955902
4.9	-0.049080902
5.22	-0.059755902
5.55	-0.048730902
5.92	-0.035430902
6.32	-0.037705902
6.73	-0.063955902
7.2	-0.091430902
7.75	-0.054680902
8.32	-0.059055902
8.88	-0.070255902
9.52	-0.094580902
10.2	-0.058355902
10.93	-0.071830902
11.68	-0.062205902
12.52	-0.079355902
13.45	-0.041030902
14.43	-0.077430902
15.5	-0.083030902
16.65	-0.060280902
17.87	-0.064305902
19.2	-0.087055902
20.68	-0.044705902
22.23	-0.088105902
23.92	-0.044180902
25.73	-0.080405902
27.07	-0.057655902
27.13	-0.039280902
27.17	-0.047855902
27.2	-0.040330902
27.23	-0.056780902
27.28	-0.068505902
27.33	-0.083555902
27.38	-0.088455902
27.43	-0.044005902
27.48	-0.073055902
27.53	-0.068505902
27.57	-0.085130902
27.62	-0.077605902
27.65	-0.065705902
27.7	-0.083730902
27.73	-0.041380902
27.78	-0.058180902
27.83	-0.039455902
27.87	-0.065530902
27.92	-0.035080902
27.95	-0.053630902
28	-0.077255902
28.07	-0.092305902
28.12	-0.055555902
28.18	-0.076555902
28.23	-0.068505902
28.27	-0.075855902
28.32	-0.082155902
28.38	-0.066405902
28.45	-0.070955902
28.5	-0.088105902
28.57	-0.086705902
28.62	-0.065880902
28.67	-0.046105902
28.72	-0.052405902
28.77	-0.077430902
28.8	-0.070255902
28.85	-0.044005902
28.9	-0.064305902
28.95	-0.052755902
29.02	-0.060105902
29.08	-0.034205902
29.15	-0.094405902
29.22	-0.071305902
29.3	-0.081980902
29.38	-0.073230902
29.48	-0.081455902
29.58	-0.066930902
29.68	-0.067105902
29.8	-0.045230902
29.93	-0.064480902
30.07	-0.041030902
30.2	-0.067980902
30.37	-0.039630902
30.53	-0.074805902
30.72	-0.069380902
30.92	-0.089330902
31.12	-0.079530902
31.37	-0.064480902
31.6	-0.042255902
31.87	-0.060980902
32.15	-0.050830902
32.47	-0.052930902
32.8	-0.085130902
33.17	-0.092480902
33.58	-0.089505902
33.98	-0.078830902
34.45	-0.058530902
35.05	-0.046630902
35.57	-0.042605902
36.17	-0.049955902
36.8	-0.088980902
37.47	-0.047330902
38.18	-0.058355902
38.93	-0.059580902
39.82	-0.056605902
40.7	-0.052580902
41.67	-0.043830902
42.77	-0.058705902
43.9	-0.053280902
45.17	-0.068855902
46.48	-0.085655902
47.95	-0.066055902
49.52	-0.041205902
51.22	-0.072705902
53.02	-0.078305902
55.02	-0.066580902
57.18	-0.057130902
59.33	-0.068680902
61.92	-0.047855902
64.63	-0.063255902
67.47	-0.092830902
70.6	-0.051180902
74.03	-0.070780902
77.6	-0.062205902
81.57	-0.045055902
85.82	-0.034380902
90.3	-0.035430902
95.32	-0.064655902
100.75	-0.029830902
106.05	-0.048905902
111.4	-0.064305902
116.78	-0.061855902
122.03	-0.074455902
127.47	-0.041030902
132.82	-0.046805902
138.18	-0.058880902
143.55	-0.010405902
148.88	-0.061855902
154.17	-0.093530902
159.6	-0.062030902
164.95	-0.020380902
170.32	-0.060105902
175.68	-0.045580902
181.02	-0.022130902
186.3	-0.066405902
191.73	-0.022130902
197.05	-0.069730902
202.45	-0.020380902
207.78	-0.013905902
213.13	-0.019505902
218.42	-0.037355902
223.83	-0.021605902
229.18	-0.046805902
234.57	-0.067280902
239.93	-0.020905902
245.27	-0.021255902
250.55	-0.068330902
255.97	-0.074630902
261.33	-0.020380902
266.7	-0.061505902
272.03	-0.049255902
277.38	-0.021605902
282.68	-0.023705902
288.1	-0.089505902
293.47	-0.021080902
298.83	-0.059405902
304.17	-0.014605902
309.53	-0.021430902
314.82	-0.068855902
320.25	-0.068855902
325.58	-0.073580902
330.98	-0.017580902
336.32	-0.023880902
341.67	-0.059930902
346.93	-0.066405902
352.38	-0.017930902
357.72	-0.070780902
363.08	-0.015480902
368.43	-0.054680902
373.78	-0.074280902
379.07	-0.073755902
384.5	-0.050480902
389.88	-0.071130902
395.23	-0.049605902
400.58	-0.017230902
405.93	-0.070605902
411.22	-0.059055902
416.63	-0.011280902
422.05	-0.051880902
427.35	-0.034205902
432.72	-0.011280902
438.05	-0.018805902
443.35	-0.016180902
448.78	-0.012155902
454.15	-0.018980902
459.48	-0.014430902
464.83	-0.012155902
470.18	-0.077430902
475.47	-0.009530902
480.9	-0.052055902
486.25	-0.014430902
491.62	-0.006905902
496.98	-0.059230902
502.33	-0.041380902
507.6	-0.011630902
513.05	-0.008480902
518.38	-0.014255902
523.75	-0.015305902
529.1	-0.016005902
534.45	-0.009005902
539.73	-0.009180902
545.17	-0.013905902
550.52	-0.011805902
555.88	-0.010580902
561.2	-0.008830902
566.58	-0.003755902
571.87	-0.012855902
577.28	-0.069905902
582.65	-0.063255902
588.02	-0.017055902
593.38	-0.010580902
598.72	-0.009180902
604	-0.012505902
609.42	-0.072530902
614.77	-0.012505902
620.13	-0.003230902
625.47	-0.024755902
630.82	-0.013730902
