HEADER	
'time'	'total volume'
UNITS	
'min'	'cm^3'
0.03	-0.0166825
0.1	-0.0448575
0.13	-0.0359325
0.2	-0.0270075
0.23	-0.0261325
0.3	0.0067675
0.33	0.0125425
0.38	0.0237425
0.43	0.0051925
0.47	0.0148175
0.5	0.0025675
0.53	0.0128925
0.58	0.0200675
0.62	-0.0018075
0.67	-0.0014575
0.72	0.0254925
0.75	0.0065925
0.8	0.0134175
0.83	0.0095675
0.88	-0.0551825
0.93	-0.0420575
0.98	-0.0452075
1.02	-0.0434575
1.07	-0.0418825
1.1	-0.0317325
1.13	-0.0366325
1.18	-0.0385575
1.23	0.0268925
1.28	0.0062425
1.33	0.0078175
1.37	0.0121925
1.4	-0.0123075
1.45	-0.0142325
1.48	0.0041425
1.52	-0.0088075
1.57	0.0083425
1.62	0.0044925
1.67	0.0086925
1.72	0.0198925
1.78	-0.0037325
1.85	0.0118425
1.92	-0.0572825
1.98	-0.0376825
2.07	-0.0308575
2.15	-0.0404825
2.25	-0.0518575
2.33	0.0104425
2.43	-0.0359325
2.57	0.0055425
2.68	0.0072925
2.82	-0.0539575
2.97	-0.0242075
3.13	-0.0310325
3.3	0.0244425
3.47	0.0116675
3.7	0.3775925
3.88	-0.0030325
4.12	0.0230425
4.37	0.0111425
4.63	-0.0341825
4.92	-0.0513325
5.23	-0.0434575
5.58	-0.0415325
5.93	-0.0541325
6.32	-0.0364575
6.75	0.0008175
7.2	-0.0002325
7.82	-0.0387325
8.37	0.0228675
8.95	0.0023925
9.58	0.0106175
10.27	-0.0466075
10.98	0.0156925
11.77	-0.0441575
12.58	0.0246175
13.52	-0.0506325
14.55	0.0114925
15.57	0.0134175
16.72	-0.0340075
17.93	0.0123675
19.27	0.0102675
20.75	-0.0392575
22.32	0.0151675
24	-0.0590325
25.8	0.0228675
27.1	-0.0292825
27.13	-0.0429325
27.17	-0.0627075
27.22	-0.0389075
27.25	-0.0278825
27.3	-0.0371575
27.35	0.0268925
27.4	0.0333675
27.45	0.0092175
27.5	0.0076425
27.55	0.0393175
27.58	0.0093925
27.62	0.0151675
27.67	-0.0592075
27.72	-0.0439825
27.75	-0.0310325
27.8	-0.0331325
27.85	-0.0574575
27.88	-0.0439825
27.93	-0.0268325
27.97	-0.0502825
28.02	-0.0558825
28.07	-0.0252575
28.13	-0.0618325
28.18	0.0123675
28.25	0.0337175
28.28	0.0083425
28.33	0.0099175
28.4	0.0181425
28.47	0.0186675
28.52	0.0282925
28.58	-0.0565825
28.63	-0.0361075
28.68	-0.0361075
28.73	-0.0324325
28.78	-0.0483575
28.82	-0.0495825
28.87	-0.0175575
28.92	-0.0350575
28.98	-0.0334825
29.03	-0.0298075
29.08	-0.0219325
29.17	0.0300425
29.23	0.0114925
29.32	0.0249675
29.38	0.0134175
29.5	-0.0044325
29.58	0.0142925
29.7	-0.0383825
29.82	-0.0434575
29.95	-0.0558825
30.1	0.0109675
30.22	0.0319675
30.37	-0.0198325
30.55	0.0198925
30.72	0.0137675
30.92	0.0015175
31.13	0.0134175
31.38	0.0155175
31.62	-0.0558825
31.88	-0.0212325
32.17	-0.0355825
32.48	-0.0354075
32.82	0.0251425
33.18	0.0170925
33.58	0.0163925
34	-0.0478325
34.47	-0.0305075
35.12	-0.0305075
35.65	-0.0165075
36.25	-0.0009325
36.88	0.0254925
37.52	-0.0478325
38.25	0.0207675
39	-0.0298075
39.88	-0.0446825
40.78	-0.0322575
41.72	-0.0389075
42.83	-0.0420575
43.97	0.0202425
45.23	0.0186675
46.57	0.0158675
48.07	0.0228675
49.58	-0.0112575
51.3	-0.0319075
53.1	0.0184925
55.1	0.0233925
57.3	-0.0460825
59.35	0.0086925
62.02	-0.0250825
64.7	-0.0303325
67.52	0.0246175
70.65	0.0015175
74.1	0.0233925
77.72	-0.0210575
81.63	-0.0018075
85.87	0.0254925
90.32	0.0009925
95.38	-0.0046075
100.83	0.0009925
106.1	-0.0173825
111.45	-0.0100325
116.87	0.0232175
122.05	0.0251425
127.53	0.0137675
132.87	0.0142925
138.25	-0.0278825
143.62	0.0081675
148.97	0.0141175
154.17	0.0130675
159.67	0.0214675
165.02	-0.0317325
170.38	0.0167425
175.72	-0.0228075
181.1	0.0041425
186.3	-0.0026825
191.82	0.0069425
197.1	0.0104425
202.52	-0.0285825
207.83	0.0095675
213.17	0.0048425
218.43	0.0212925
223.88	0.0064175
229.22	0.0016925
234.63	-0.0063575
239.98	0.0200675
245.32	0.0039675
250.57	0.0095675
256.02	0.0223425
261.4	-0.0028575
266.77	0.0239175
272.1	0.0023925
277.43	-0.0257825
282.7	0.0156925
288.15	-0.0222825
293.58	-0.0273575
298.9	0.0002925
304.22	-0.0130075
309.58	0.0125425
314.83	0.0169175
320.32	0.0207675
325.63	0.0134175
331.07	0.0062425
336.38	-0.0149325
341.75	0.0130675
346.95	0.0118425
352.45	0.0235675
357.77	0.0118425
363.17	0.0064175
368.53	0.0088675
373.85	0.0120175
379.08	-0.0357575
384.53	0.0060675
389.92	0.0246175
395.28	0.0036175
400.65	-0.0035575
406	-0.0145825
411.23	0.0086925
416.7	0.0032675
422.12	-0.0026825
427.43	0.0092175
432.77	0.0016925
438.13	0.0253175
443.37	0.0055425
448.87	0.0069425
454.22	0.0275925
459.55	-0.0089825
464.9	0.0027425
470.23	0.0219925
475.48	0.0088675
480.95	0.0111425
486.32	0.0347675
491.7	-0.0014575
497.05	-0.0098575
502.38	0.0193675
507.62	0.0321425
513.12	0.0039675
518.45	0.0302175
523.85	0.0127175
529.17	-0.0060075
534.52	-0.0180825
539.73	0.0466675
545.23	0.0452675
550.57	-0.0096825
555.97	0.0328425
561.25	-0.0081075
566.65	-0.0131825
571.88	0.0396675
577.33	0.0156925
582.73	0.0485925
588.1	0.0044925
593.43	0.0139425
598.78	-0.0138825
604.02	-0.0023325
609.48	0.0501675
614.83	0.0524425
620.18	0.0170925
625.53	0.0253175
630.87	0.0022175
636.13	0.0074675
641.58	0.0473675
646.98	-0.0051325
652.35	0.0121925
657.65	0.0340675
663.07	0.0011675
668.27	0.0319675
673.82	0.0111425
679.12	0.0445675
684.47	0.0501675
689.82	-0.0018075
695.22	0.0440425
700.4	0.0272425
705.85	0.0403675
711.23	0.0083425
