HEADER	
'time'	'average water saturation'
UNITS	Sw_avrg
'min'	'fraction'
0.03	1.003714193
0.08	1.003336624
0.12	1.003580933
0.17	1.004147286
0.22	1.004191706
0.33	1.004014027
0.37	1.005157838
0.42	1.003902977
0.45	1.006024026
0.48	1.003980712
0.53	1.005268888
0.57	1.003469883
0.6	1.006523749
0.67	1.006057341
0.7	1.00466922
0.73	1.005202258
0.78	1.003625353
0.82	1.004102867
0.87	1.003514303
0.92	1.003680878
0.97	1.004269441
1	1.002670326
1.05	1.002181707
1.08	1.003580933
1.13	1.002115077
1.17	1.003436569
1.27	1.00458038
1.32	1.005646457
1.37	1.00453596
1.4	1.005257783
1.43	1.005668667
1.47	1.00449154
1.5	1.00469143
1.55	1.003969607
1.6	1.004447121
1.65	1.004835794
1.7	1.004502645
1.77	1.006079551
1.83	1.004002922
1.9	1.001926293
1.97	1.002648116
2.05	1.002470436
2.13	1.002026238
2.22	1.002337177
2.33	1.002259442
2.43	1.00453596
2.55	1.005468777
2.67	1.004313861
2.82	1.002725851
2.95	1.003603143
3.12	1.002081763
3.28	1.005157838
3.45	1.005180048
3.65	1.005313308
3.87	1.004058447
4.1	1.00643491
4.35	1.004880214
4.62	1.002281652
4.9	1.003114525
5.22	1.003791927
5.55	1.003092315
5.92	1.002248337
6.32	1.002392702
6.73	1.004058447
7.2	1.005801926
7.75	1.003469883
8.32	1.003747508
8.88	1.004458225
9.52	1.006001816
10.2	1.003703088
10.93	1.00455817
11.68	1.003947397
12.52	1.005035684
13.45	1.002603696
14.43	1.004913529
15.5	1.005268888
16.65	1.003825242
17.87	1.004080657
19.2	1.005524302
20.68	1.0028369
22.23	1.005590932
23.92	1.002803585
25.73	1.005102314
27.07	1.003658668
27.13	1.002492646
27.17	1.00303679
27.2	1.002559276
27.23	1.003603143
27.28	1.004347176
27.33	1.005302203
27.38	1.005613142
27.43	1.00279248
27.48	1.004635905
27.53	1.004347176
27.57	1.005402148
27.62	1.004924634
27.65	1.004169496
27.7	1.005313308
27.73	1.002625906
27.78	1.003691983
27.83	1.002503751
27.87	1.004158391
27.92	1.002226127
27.95	1.003403254
28	1.004902424
28.07	1.005857451
28.12	1.003525408
28.18	1.004858004
28.23	1.004347176
28.27	1.004813584
28.32	1.005213363
28.38	1.004213916
28.45	1.004502645
28.5	1.005590932
28.57	1.005502092
28.62	1.004180601
28.67	1.00292574
28.72	1.003325519
28.77	1.004913529
28.8	1.004458225
28.85	1.00279248
28.9	1.004080657
28.95	1.003347729
29.02	1.003814137
29.08	1.002170602
29.15	1.005990711
29.22	1.004524855
29.3	1.005202258
29.38	1.00464701
29.48	1.005168943
29.58	1.004247231
29.68	1.004258336
29.8	1.002870215
29.93	1.004091762
30.07	1.002603696
30.2	1.004313861
30.37	1.002514856
30.53	1.004746955
30.72	1.004402701
30.92	1.005668667
31.12	1.005046789
31.37	1.004091762
31.6	1.002681431
31.87	1.003869662
32.15	1.003225574
32.47	1.003358834
32.8	1.005402148
33.17	1.005868556
33.58	1.005679772
33.98	1.005002369
34.45	1.003714193
35.05	1.002959055
35.57	1.002703641
36.17	1.003170049
36.8	1.005646457
37.47	1.003003475
38.18	1.003703088
38.93	1.003780823
