HEADER	
'time'	'average water saturation'
UNITS	
'hour'	'none'
0.00E+00	0.24
2.00E-01	0.258
7.10E-01	0.29
1.60E+00	0.327
3.08E+00	0.365
3.78E+00	0.378
4.61E+00	0.39
5.08E+00	0.4
5.42E+00	0.428
5.97E+00	0.459
6.72E+00	0.487
7.33E+00	0.501
8.03E+00	0.512
8.19E+00	0.531
8.47E+00	0.556
8.83E+00	0.576
9.50E+00	0.594
9.92E+00	0.599
1.10E+01	0.605
1.13E+01	0.632
1.17E+01	0.654
1.22E+01	0.667
1.30E+01	0.674
1.37E+01	0.677
1.50E+01	0.679
