# This autogenerated file contains solubilities of H2 and H2O in a respective fluid system.
# The values have been calculated by means of (11)-(14) in https://doi.org/10.1016/S0016-7037(03)00273-4.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 90.0, max temperature = 100.0, #temperature sampling points = 21
# min phase pressure = 6000000.0, max phase pressure = 26000000.0, #pressure sampling points = 21
#
# temperature [°C], phase pressure [Pa],         y_H2O [-],         x_H2 [-]
 9.65000000000e+01,   2.60000000000e+07, 3.30941183384e-03, 1.72722170806e-03
 9.70000000000e+01,   6.00000000000e+06, 1.18482018999e-02, 4.09644788886e-04
 9.70000000000e+01,   7.00000000000e+06, 1.02800545028e-02, 4.77783233979e-04
 9.70000000000e+01,   8.00000000000e+06, 9.10326176798e-03, 5.45679907060e-04
 9.70000000000e+01,   9.00000000000e+06, 8.18736387413e-03, 6.13340133324e-04
 9.70000000000e+01,   1.00000000000e+07, 7.45408469445e-03, 6.80769050856e-04
 9.70000000000e+01,   1.10000000000e+07, 6.85361201219e-03, 7.47971645056e-04
 9.70000000000e+01,   1.20000000000e+07, 6.35273761771e-03, 8.14952777503e-04
 9.70000000000e+01,   1.30000000000e+07, 5.92847119869e-03, 8.81717209996e-04
 9.70000000000e+01,   1.40000000000e+07, 5.56439112754e-03, 9.48269624523e-04
 9.70000000000e+01,   1.50000000000e+07, 5.24845492839e-03, 1.01461463973e-03
 9.70000000000e+01,   1.60000000000e+07, 4.97163081437e-03, 1.08075682444e-03
 9.70000000000e+01,   1.70000000000e+07, 4.72701220792e-03, 1.14670070864e-03
 9.70000000000e+01,   1.80000000000e+07, 4.50922741815e-03, 1.21245079234e-03
 9.70000000000e+01,   1.90000000000e+07, 4.31403573300e-03, 1.27801155274e-03
 9.70000000000e+01,   2.00000000000e+07, 4.13804468210e-03, 1.34338744982e-03
 9.70000000000e+01,   2.10000000000e+07, 3.97850807967e-03, 1.40858293074e-03
 9.70000000000e+01,   2.20000000000e+07, 3.83317914540e-03, 1.47360243318e-03
 9.70000000000e+01,   2.30000000000e+07, 3.70020194042e-03, 1.53845038797e-03
 9.70000000000e+01,   2.40000000000e+07, 3.57802994335e-03, 1.60313122089e-03
 9.70000000000e+01,   2.50000000000e+07, 3.46536416739e-03, 1.66764935406e-03
 9.70000000000e+01,   2.60000000000e+07, 3.36110555753e-03, 1.73200920676e-03
 9.75000000000e+01,   6.00000000000e+06, 1.20409566822e-02, 4.10705895290e-04
 9.75000000000e+01,   7.00000000000e+06, 1.04468567032e-02, 4.79035337955e-04
 9.75000000000e+01,   8.00000000000e+06, 9.25058776468e-03, 5.47122814512e-04
 9.75000000000e+01,   9.00000000000e+06, 8.31953125576e-03, 6.14973651584e-04
 9.75000000000e+01,   1.00000000000e+07, 7.57411577135e-03, 6.82592988878e-04
 9.75000000000e+01,   1.10000000000e+07, 6.96370482325e-03, 7.49985813534e-04
 9.75000000000e+01,   1.20000000000e+07, 6.45454068494e-03, 8.17156988920e-04
 9.75000000000e+01,   1.30000000000e+07, 6.02325260741e-03, 8.84111278631e-04
 9.75000000000e+01,   1.40000000000e+07, 5.65314722123e-03, 9.50853366427e-04
 9.75000000000e+01,   1.50000000000e+07, 5.33198277219e-03, 1.01738787268e-03
 9.75000000000e+01,   1.60000000000e+07, 5.05057801399e-03, 1.08371936788e-03
 9.75000000000e+01,   1.70000000000e+07, 4.80191207621e-03, 1.14985238360e-03
 9.75000000000e+01,   1.80000000000e+07, 4.58052437310e-03, 1.21579142147e-03
 9.75000000000e+01,   1.90000000000e+07, 4.38210401266e-03, 1.28154096012e-03
 9.75000000000e+01,   2.00000000000e+07, 4.20320238032e-03, 1.34710546102e-03
 9.75000000000e+01,   2.10000000000e+07, 4.04102784056e-03, 1.41248937270e-03
 9.75000000000e+01,   2.20000000000e+07, 3.89329642696e-03, 1.47769713429e-03
 9.75000000000e+01,   2.30000000000e+07, 3.75812148197e-03, 1.54273317796e-03
 9.75000000000e+01,   2.40000000000e+07, 3.63393088567e-03, 1.60760193085e-03
 9.75000000000e+01,   2.50000000000e+07, 3.51940414866e-03, 1.67230781646e-03
 9.75000000000e+01,   2.60000000000e+07, 3.41342402176e-03, 1.73685525546e-03
 9.80000000000e+01,   6.00000000000e+06, 1.22361598403e-02, 4.11779697024e-04
 9.80000000000e+01,   7.00000000000e+06, 1.06157709772e-02, 4.80302489206e-04
 9.80000000000e+01,   8.00000000000e+06, 9.39977347205e-03, 5.48583114098e-04
 9.80000000000e+01,   9.00000000000e+06, 8.45336194588e-03, 6.16626899912e-04
 9.80000000000e+01,   1.00000000000e+07, 7.69565292821e-03, 6.84438988138e-04
 9.80000000000e+01,   1.10000000000e+07, 7.07517497654e-03, 7.52024367809e-04
 9.80000000000e+01,   1.20000000000e+07, 6.55761372560e-03, 8.19387904228e-04
 9.80000000000e+01,   1.30000000000e+07, 6.11921305913e-03, 8.86534362937e-04
 9.80000000000e+01,   1.40000000000e+07, 5.74300434396e-03, 9.53468429608e-04
 9.80000000000e+01,   1.50000000000e+07, 5.41654396482e-03, 1.02019472648e-03
 9.80000000000e+01,   1.60000000000e+07, 5.13049927891e-03, 1.08671782586e-03
 9.80000000000e+01,   1.70000000000e+07, 4.87773364156e-03, 1.15304226107e-03
 9.80000000000e+01,   1.80000000000e+07, 4.65269642019e-03, 1.21917253542e-03
 9.80000000000e+01,   1.90000000000e+07, 4.45100563302e-03, 1.28511312920e-03
 9.80000000000e+01,   2.00000000000e+07, 4.26915579382e-03, 1.35086850544e-03
 9.80000000000e+01,   2.10000000000e+07, 4.10430922797e-03, 1.41644311427e-03
 9.80000000000e+01,   2.20000000000e+07, 3.95414430112e-03, 1.48184139630e-03
 9.80000000000e+01,   2.30000000000e+07, 3.81674323884e-03, 1.54706778522e-03
 9.80000000000e+01,   2.40000000000e+07, 3.69050799075e-03, 1.61212670969e-03
 9.80000000000e+01,   2.50000000000e+07, 3.57409628616e-03, 1.67702259469e-03
 9.80000000000e+01,   2.60000000000e+07, 3.46637244584e-03, 1.74175986244e-03
 9.85000000000e+01,   6.00000000000e+06, 1.24338332574e-02, 4.12866174486e-04
 9.85000000000e+01,   7.00000000000e+06, 1.07868161268e-02, 4.81584669257e-04
 9.85000000000e+01,   8.00000000000e+06, 9.55083538038e-03, 5.50060788512e-04
 9.85000000000e+01,   9.00000000000e+06, 8.58887063616e-03, 6.18299862216e-04
 9.85000000000e+01,   1.00000000000e+07, 7.81870941716e-03, 6.86307033792e-04
 9.85000000000e+01,   1.10000000000e+07, 7.18803454591e-03, 7.54087294321e-04
 9.85000000000e+01,   1.20000000000e+07, 6.66196783118e-03, 8.21645511193e-04
 9.85000000000e+01,   1.30000000000e+07, 6.21636281366e-03, 8.88986452034e-04
 9.85000000000e+01,   1.40000000000e+07, 5.83397204231e-03, 9.56114804579e-04
 9.85000000000e+01,   1.50000000000e+07, 5.50214743435e-03, 1.02303519308e-03
 9.85000000000e+01,   1.60000000000e+07, 5.21140299566e-03, 1.08975219178e-03
 9.85000000000e+01,   1.70000000000e+07, 4.95448481245e-03, 1.15627033592e-03
 9.85000000000e+01,   1.80000000000e+07, 4.72575104256e-03, 1.22259413062e-03
 9.85000000000e+01,   1.90000000000e+07, 4.52074769652e-03, 1.28872805795e-03
 9.85000000000e+01,   2.00000000000e+07, 4.33591168195e-03, 1.35467658267e-03
 9.85000000000e+01,   2.10000000000e+07, 4.16835869085e-03, 1.42044415659e-03
 9.85000000000e+01,   2.20000000000e+07, 4.01572893437e-03, 1.48603522198e-03
 9.85000000000e+01,   2.30000000000e+07, 3.87607311937e-03, 1.55145421419e-03
 9.85000000000e+01,   2.40000000000e+07, 3.74776693009e-03, 1.61670556353e-03
 9.85000000000e+01,   2.50000000000e+07, 3.62944603337e-03, 1.68179369658e-03
 9.85000000000e+01,   2.60000000000e+07, 3.51995608182e-03, 1.74672303725e-03
 9.90000000000e+01,   6.00000000000e+06, 1.26339989600e-02, 4.13965308086e-04
 9.90000000000e+01,   7.00000000000e+06, 1.09600110768e-02, 4.82881859711e-04
 9.90000000000e+01,   8.00000000000e+06, 9.70379008750e-03, 5.51555820590e-04
 9.90000000000e+01,   9.00000000000e+06, 8.72607211389e-03, 6.19992522598e-04
 9.90000000000e+01,   1.00000000000e+07, 7.94329857648e-03, 6.88197111255e-04
 9.90000000000e+01,   1.10000000000e+07, 7.30229568356e-03, 7.56174579831e-04
 9.90000000000e+01,   1.20000000000e+07, 6.76761416499e-03, 8.23929797954e-04
 9.90000000000e+01,   1.30000000000e+07, 6.31471219717e-03, 8.91467535483e-04
 9.90000000000e+01,   1.40000000000e+07, 5.92605992447e-03, 9.58792482352e-04
 9.90000000000e+01,   1.50000000000e+07, 5.58880216639e-03, 1.02590926497e-03
 9.90000000000e+01,   1.60000000000e+07, 5.29329760477e-03, 1.09282245967e-03
 9.90000000000e+01,   1.70000000000e+07, 5.03217354811e-03, 1.15953660372e-03
 9.90000000000e+01,   1.80000000000e+07, 4.79969577140e-03, 1.22605620419e-03
 9.90000000000e+01,   1.90000000000e+07, 4.59133735107e-03, 1.29238574510e-03
 9.90000000000e+01,   2.00000000000e+07, 4.40347684754e-03, 1.35852969305e-03
 9.90000000000e+01,   2.10000000000e+07, 4.23318271945e-03, 1.42449250168e-03
 9.90000000000e+01,   2.20000000000e+07, 4.07805653255e-03, 1.49027861507e-03
 9.90000000000e+01,   2.30000000000e+07, 3.93611706954e-03, 1.55589247034e-03
 9.90000000000e+01,   2.40000000000e+07, 3.80571341140e-03, 1.62133849955e-03
 9.90000000000e+01,   2.50000000000e+07, 3.68545887846e-03, 1.68662113110e-03
 9.90000000000e+01,   2.60000000000e+07, 3.57418021512e-03, 1.75174479066e-03
 9.95000000000e+01,   6.00000000000e+06, 1.28366791204e-02, 4.15077078218e-04
 9.95000000000e+01,   7.00000000000e+06, 1.11353748772e-02, 4.84194042212e-04
 9.95000000000e+01,   8.00000000000e+06, 9.85865430082e-03, 5.53068193267e-04
 9.95000000000e+01,   9.00000000000e+06, 8.86498126382e-03, 6.21704865326e-04
 9.95000000000e+01,   1.00000000000e+07, 8.06943383224e-03, 6.90109206158e-04
 9.95000000000e+01,   1.10000000000e+07, 7.41797062153e-03, 7.58286211377e-04
 9.95000000000e+01,   1.20000000000e+07, 6.87456396360e-03, 8.26240752993e-04
 9.95000000000e+01,   1.30000000000e+07, 6.41427160345e-03, 8.93977603240e-04
 9.95000000000e+01,   1.40000000000e+07, 6.01927766149e-03, 9.61501454397e-04
 9.95000000000e+01,   1.50000000000e+07, 5.67651720526e-03, 1.02881693516e-03
 9.95000000000e+01,   1.60000000000e+07, 5.37619160183e-03, 1.09592862409e-03
 9.95000000000e+01,   1.70000000000e+07, 5.11080785973e-03, 1.16284106064e-03
 9.95000000000e+01,   1.80000000000e+07, 4.87453818690e-03, 1.22955875397e-03
 9.95000000000e+01,   1.90000000000e+07, 4.66278179103e-03, 1.29608619015e-03
 9.95000000000e+01,   2.00000000000e+07, 4.47185813745e-03, 1.36242783778e-03
 9.95000000000e+01,   2.10000000000e+07, 4.29878784593e-03, 1.42858815248e-03
 9.95000000000e+01,   2.20000000000e+07, 4.14113334165e-03, 1.49457158023e-03
 9.95000000000e+01,   2.30000000000e+07, 3.99688107379e-03, 1.56038256009e-03
 9.95000000000e+01,   2.40000000000e+07, 3.86435317913e-03, 1.62602552600e-03
 9.95000000000e+01,   2.50000000000e+07, 3.74214034502e-03, 1.69150490828e-03
 9.95000000000e+01,   2.60000000000e+07, 3.62905016518e-03, 1.75682513453e-03
 1.00000000000e+02,   6.00000000000e+06, 1.30418960596e-02, 4.16201465241e-04
 1.00000000000e+02,   7.00000000000e+06, 1.13129267054e-02, 4.85521198429e-04
 1.00000000000e+02,   8.00000000000e+06, 1.00154448394e-02, 5.54597889557e-04
 1.00000000000e+02,   9.00000000000e+06, 9.00561306998e-03, 6.23436874800e-04
 1.00000000000e+02,   1.00000000000e+07, 8.19712869988e-03, 6.92043304326e-04
 1.00000000000e+02,   1.10000000000e+07, 7.53507167320e-03, 7.60422176245e-04
 1.00000000000e+02,   1.20000000000e+07, 6.98282853819e-03, 8.28578365090e-04
 1.00000000000e+02,   1.30000000000e+07, 6.51505149524e-03, 8.96516645614e-04
 1.00000000000e+02,   1.40000000000e+07, 6.11363498849e-03, 9.64241712580e-04
 1.00000000000e+02,   1.50000000000e+07, 5.76530165510e-03, 1.03175819712e-03
 1.00000000000e+02,   1.60000000000e+07, 5.46009353857e-03, 1.09907068016e-03
 1.00000000000e+02,   1.70000000000e+07, 5.19039581121e-03, 1.16618370345e-03
 1.00000000000e+02,   1.80000000000e+07, 4.95028591926e-03, 1.23310177840e-03
 1.00000000000e+02,   1.90000000000e+07, 4.73508825812e-03, 1.29982939327e-03
 1.00000000000e+02,   2.00000000000e+07, 4.54106244353e-03, 1.36637101878e-03
 1.00000000000e+02,   2.10000000000e+07, 4.36518064554e-03, 1.43273111264e-03
 1.00000000000e+02,   2.20000000000e+07, 4.20496564869e-03, 1.49891412292e-03
 1.00000000000e+02,   2.30000000000e+07, 4.05837115589e-03, 1.56492449071e-03
 1.00000000000e+02,   2.40000000000e+07, 3.92369201549e-03, 1.63076665198e-03
 1.00000000000e+02,   2.50000000000e+07, 3.79949599276e-03, 1.69644503914e-03
 1.00000000000e+02,   2.60000000000e+07, 3.68457128627e-03, 1.76196408178e-03
