# This autogenerated file contains thermodynamical properties of H2.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 90.0, max temperature = 100.0, #temperature sampling points = 21
# min pressure = 6000000.0, max pressure = 26000000.0, #pressure sampling points = 21
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg]
 9.35000000000e+01, 2.00000000000e+07, 1.19805289196e+01, 1.04965088182e-05, 5.04216284669e+06
 9.35000000000e+01, 2.10000000000e+07, 1.25195502320e+01, 1.05156450945e-05, 5.04889492362e+06
 9.35000000000e+01, 2.20000000000e+07, 1.30533788182e+01, 1.05353588552e-05, 5.05566653904e+06
 9.35000000000e+01, 2.30000000000e+07, 1.35820847320e+01, 1.05556313565e-05, 5.06247658183e+06
 9.35000000000e+01, 2.40000000000e+07, 1.41057376296e+01, 1.05764444365e-05, 5.06932394561e+06
 9.35000000000e+01, 2.50000000000e+07, 1.46244067143e+01, 1.05977804995e-05, 5.07620753345e+06
 9.35000000000e+01, 2.60000000000e+07, 1.51381606843e+01, 1.06196225016e-05, 5.08312626174e+06
 9.40000000000e+01, 6.00000000000e+06, 3.84414940481e+00, 1.03107974212e-05, 4.95989993787e+06
 9.40000000000e+01, 7.00000000000e+06, 4.46252906499e+00, 1.03194906230e-05, 4.96598820408e+06
 9.40000000000e+01, 8.00000000000e+06, 5.07473335481e+00, 1.03290912765e-05, 4.97212608226e+06
 9.40000000000e+01, 9.00000000000e+06, 5.68083442334e+00, 1.03395711032e-05, 4.97831370259e+06
 9.40000000000e+01, 1.00000000000e+07, 6.28090393463e+00, 1.03509025968e-05, 4.98455095744e+06
 9.40000000000e+01, 1.10000000000e+07, 6.87501325938e+00, 1.03630590092e-05, 4.99083753732e+06
 9.40000000000e+01, 1.20000000000e+07, 7.46323360797e+00, 1.03760143363e-05, 4.99717296260e+06
 9.40000000000e+01, 1.30000000000e+07, 8.04563611611e+00, 1.03897433053e-05, 5.00355661138e+06
 9.40000000000e+01, 1.40000000000e+07, 8.62229189267e+00, 1.04042213616e-05, 5.00998774391e+06
 9.40000000000e+01, 1.50000000000e+07, 9.19327203752e+00, 1.04194246564e-05, 5.01646552405e+06
 9.40000000000e+01, 1.60000000000e+07, 9.75864763613e+00, 1.04353300330e-05, 5.02298903798e+06
 9.40000000000e+01, 1.70000000000e+07, 1.03184897365e+01, 1.04519150140e-05, 5.02955731046e+06
 9.40000000000e+01, 1.80000000000e+07, 1.08728693129e+01, 1.04691577879e-05, 5.03616931905e+06
 9.40000000000e+01, 1.90000000000e+07, 1.14218572202e+01, 1.04870371951e-05, 5.04282400630e+06
 9.40000000000e+01, 2.00000000000e+07, 1.19655241424e+01, 1.05055327135e-05, 5.04952029035e+06
 9.40000000000e+01, 2.10000000000e+07, 1.25039405364e+01, 1.05246244450e-05, 5.05625707401e+06
 9.40000000000e+01, 2.20000000000e+07, 1.30371765750e+01, 1.05442930998e-05, 5.06303325251e+06
 9.40000000000e+01, 2.30000000000e+07, 1.35653020894e+01, 1.05645199827e-05, 5.06984772009e+06
 9.40000000000e+01, 2.40000000000e+07, 1.40883865122e+01, 1.05852869776e-05, 5.07669937557e+06
 9.40000000000e+01, 2.50000000000e+07, 1.46064988231e+01, 1.06065765328e-05, 5.08358712703e+06
 9.40000000000e+01, 2.60000000000e+07, 1.51197074971e+01, 1.06283716460e-05, 5.09050989571e+06
 9.45000000000e+01, 6.00000000000e+06, 3.83904317647e+00, 1.03203498060e-05, 4.96717340224e+06
 9.45000000000e+01, 7.00000000000e+06, 4.45662551128e+00, 1.03290128806e-05, 4.97326893460e+06
 9.45000000000e+01, 8.00000000000e+06, 5.06804745203e+00, 1.03385819105e-05, 4.97941386755e+06
 9.45000000000e+01, 9.00000000000e+06, 5.67338100211e+00, 1.03490287014e-05, 4.98560833313e+06
 9.45000000000e+01, 1.00000000000e+07, 6.27269767298e+00, 1.03603258285e-05, 4.99185222662e+06
 9.45000000000e+01, 1.10000000000e+07, 6.86606867513e+00, 1.03724466223e-05, 4.99814524227e+06
 9.45000000000e+01, 1.20000000000e+07, 7.45356505080e+00, 1.03853651550e-05, 5.00448690481e+06
 9.45000000000e+01, 1.30000000000e+07, 8.03525775974e+00, 1.03990562270e-05, 5.01087659721e+06
 9.45000000000e+01, 1.40000000000e+07, 8.61121772728e+00, 1.04134953546e-05, 5.01731358497e+06
 9.45000000000e+01, 1.50000000000e+07, 9.18151586269e+00, 1.04286587566e-05, 5.02379703744e+06
 9.45000000000e+01, 1.60000000000e+07, 9.74622305439e+00, 1.04445233420e-05, 5.03032604645e+06
 9.45000000000e+01, 1.70000000000e+07, 1.03054101476e+01, 1.04610666960e-05, 5.03689964256e+06
 9.45000000000e+01, 1.80000000000e+07, 1.08591479087e+01, 1.04782670672e-05, 5.04351680909e+06
 9.45000000000e+01, 1.90000000000e+07, 1.14075069806e+01, 1.04961033537e-05, 5.05017649436e+06
 9.45000000000e+01, 2.00000000000e+07, 1.19505578317e+01, 1.05145550885e-05, 5.05687762223e+06
 9.45000000000e+01, 2.10000000000e+07, 1.24883707005e+01, 1.05336024261e-05, 5.06361910110e+06
 9.45000000000e+01, 2.20000000000e+07, 1.30210155396e+01, 1.05532261272e-05, 5.07039983169e+06
 9.45000000000e+01, 2.30000000000e+07, 1.35485619584e+01, 1.05734075446e-05, 5.07721871356e+06
 9.45000000000e+01, 2.40000000000e+07, 1.40710791670e+01, 1.05941286080e-05, 5.08407465072e+06
 9.45000000000e+01, 2.50000000000e+07, 1.45886359228e+01, 1.06153718093e-05, 5.09096655624e+06
 9.45000000000e+01, 2.60000000000e+07, 1.51013004783e+01, 1.06371201879e-05, 5.09789335620e+06
 9.50000000000e+01, 6.00000000000e+06, 3.83395064261e+00, 1.03298988077e-05, 4.97444698717e+06
 9.50000000000e+01, 7.00000000000e+06, 4.45073774936e+00, 1.03385318635e-05, 4.98054976360e+06
 9.50000000000e+01, 8.00000000000e+06, 5.06137938503e+00, 1.03480693834e-05, 4.98670173016e+06
 9.50000000000e+01, 9.00000000000e+06, 5.66594740736e+00, 1.03584832567e-05, 4.99290302076e+06
 9.50000000000e+01, 1.00000000000e+07, 6.26451317535e+00, 1.03697461400e-05, 4.99915353357e+06
 9.50000000000e+01, 1.10000000000e+07, 6.85714773951e+00, 1.03818314420e-05, 5.00545296652e+06
 9.50000000000e+01, 1.20000000000e+07, 7.44392197432e+00, 1.03947133106e-05, 5.01180084871e+06
 9.50000000000e+01, 1.30000000000e+07, 8.02490666398e+00, 1.04083666195e-05, 5.01819656793e+06
 9.50000000000e+01, 1.40000000000e+07, 8.60017255082e+00, 1.04227669550e-05, 5.02463939489e+06
 9.50000000000e+01, 1.50000000000e+07, 9.16979035415e+00, 1.04378906039e-05, 5.03112850440e+06
 9.50000000000e+01, 1.60000000000e+07, 9.73383076604e+00, 1.04537145400e-05, 5.03766299394e+06
 9.50000000000e+01, 1.70000000000e+07, 1.02923644296e+01, 1.04702164111e-05, 5.04424189978e+06
 9.50000000000e+01, 1.80000000000e+07, 1.08454619044e+01, 1.04873745257e-05, 5.05086421100e+06
 9.50000000000e+01, 1.90000000000e+07, 1.13931936221e+01, 1.05051678391e-05, 5.05752888167e+06
 9.50000000000e+01, 2.00000000000e+07, 1.19356298362e+01, 1.05235759395e-05, 5.06423484130e+06
 9.50000000000e+01, 2.10000000000e+07, 1.24728405682e+01, 1.05425790336e-05, 5.07098100390e+06
 9.50000000000e+01, 2.20000000000e+07, 1.30048955512e+01, 1.05621579325e-05, 5.07776627561e+06
 9.50000000000e+01, 2.30000000000e+07, 1.35318641737e+01, 1.05822940365e-05, 5.08458956132e+06
 9.50000000000e+01, 2.40000000000e+07, 1.40538154247e+01, 1.06029693212e-05, 5.09144977017e+06
 9.50000000000e+01, 2.50000000000e+07, 1.45708178398e+01, 1.06241663219e-05, 5.09834582023e+06
 9.50000000000e+01, 2.60000000000e+07, 1.50829394505e+01, 1.06458681194e-05, 5.10527664236e+06
 9.55000000000e+01, 6.00000000000e+06, 3.82887174757e+00, 1.03394444319e-05, 4.98172069082e+06
 9.55000000000e+01, 7.00000000000e+06, 4.44486571512e+00, 1.03480475767e-05, 4.98783068932e+06
 9.55000000000e+01, 8.00000000000e+06, 5.05472908151e+00, 1.03575536994e-05, 4.99398966842e+06
